Location_key,Region_name,District,Population_density,Terrain_type,Distance_to_water
1486,North Region,Mayo-Louti,197.6,Coastal,6.73
1487,Northwest Region,Mezam,234.77,Forest,11.73
1488,Southwest Region,Kupe-Manenguba,191.99,Coastal,6.66
1489,Centre Region,Nyong-et-Kelle,252.8,Plains,16.31
1490,Far North Region,Mayo-Danay,444.4,Coastal,4.5
1491,South Region,Mvila,305.2,Forest,16.24
1492,Southwest Region,Meme,223.87,Plains,7.53
1493,Northwest Region,Donga-Mantung,438.21,Coastal,19.03
1494,East Region,Kadey,320.69,Forest,4.82
1495,West Region,Haut-Nkam,69.55,Mountainous,11.91
1496,Southwest Region,Fako,172.87,Plains,11.39
1497,Centre Region,Lekie,276.14,Forest,14.66
1498,Littoral Region,Nkam,67.49,Coastal,9.95
1499,Southwest Region,Meme,493.64,Forest,3.73
1500,West Region,Menoua,464.9,Forest,19.07
1501,Littoral Region,Sanaga-Maritime,296.03,Plains,2.28
1502,Northwest Region,Ngo-Ketunjia,250.21,Forest,14.87
1503,Littoral Region,Wouri,432.79,Forest,16.17
1504,Adamawa Region,Mayo-Banyo,119.48,Mountainous,0.73
1505,Adamawa Region,Djerem,102.53,Coastal,14.74
1506,West Region,Mifi,192.06,Coastal,10.85
1507,Centre Region,Mfoundi,207.42,Plains,19.61
1508,Northwest Region,Ngo-Ketunjia,299.17,Forest,4.3
1509,East Region,Lom-et-Djerem,362.68,Coastal,11.54
1510,East Region,Boumba-et-Ngoko,211.18,Forest,10.22
1511,Far North Region,Mayo-Kani,165.86,Coastal,14.18
1512,East Region,Lom-et-Djerem,232.72,Plains,14.25
1513,Centre Region,Haute-Sanaga,304.02,Forest,3.41
1514,Southwest Region,Ndian,361.35,Coastal,18.65
1515,Adamawa Region,Vina,323.29,Coastal,18.35
1516,Northwest Region,Mezam,333.18,Coastal,4.94
1517,East Region,Lom-et-Djerem,173.88,Forest,0.86
1518,Littoral Region,Wouri,207.89,Coastal,12.0
1519,South Region,Ocean,476.73,Forest,12.68
1520,East Region,Boumba-et-Ngoko,492.16,Coastal,16.72
1521,Littoral Region,Wouri,183.25,Plains,11.29
1522,Littoral Region,Wouri,456.59,Coastal,11.56
1523,Far North Region,Mayo-Sava,241.74,Mountainous,1.36
1524,Far North Region,Mayo-Tsanaga,414.44,Mountainous,12.43
1525,Centre Region,Haute-Sanaga,392.14,Plains,5.53
1526,South Region,Ocean,351.24,Mountainous,1.74
1527,South Region,Dja-et-Lobo,100.3,Coastal,0.42
1528,West Region,Nde,439.82,Plains,13.36
1529,South Region,Vallee-du-Ntem,241.91,Mountainous,6.5
1530,Far North Region,Mayo-Danay,405.78,Forest,9.6
1531,Northwest Region,Bui,335.85,Plains,13.23
1532,Centre Region,Nyong-et-Kelle,263.99,Forest,17.3
1533,Far North Region,Mayo-Sava,132.9,Coastal,8.03
1534,Littoral Region,Sanaga-Maritime,262.95,Coastal,9.35
1535,Southwest Region,Meme,244.78,Mountainous,8.72
1536,North Region,Faro,397.5,Mountainous,2.53
1537,West Region,Haut-Nkam,238.24,Mountainous,3.91
1538,South Region,Dja-et-Lobo,382.35,Plains,5.58
1539,Far North Region,Diamare,270.52,Forest,16.62
1540,Littoral Region,Moungo,470.05,Plains,1.75
1541,South Region,Mvila,291.41,Coastal,1.23
1542,North Region,Mayo-Rey,366.32,Plains,6.47
1543,Southwest Region,Ndian,475.42,Mountainous,12.53
1544,South Region,Mvila,288.18,Plains,11.26
1545,North Region,Mayo-Louti,104.09,Forest,5.51
1546,Far North Region,Mayo-Kani,356.69,Coastal,5.29
1547,Littoral Region,Wouri,444.89,Forest,18.4
1548,Southwest Region,Fako,162.96,Forest,7.5
1549,Northwest Region,Donga-Mantung,207.42,Plains,1.71
1550,Northwest Region,Momo,287.39,Plains,5.81
1551,West Region,Nde,224.63,Mountainous,17.86
1552,Northwest Region,Bui,400.76,Mountainous,11.55
1553,West Region,Nde,264.11,Plains,19.71
1554,Southwest Region,Kupe-Manenguba,499.05,Plains,12.79
1555,South Region,Mvila,426.61,Plains,19.46
1556,Southwest Region,Meme,263.56,Mountainous,11.57
1557,West Region,Mifi,111.48,Coastal,1.58
1558,Adamawa Region,Djerem,451.36,Forest,7.74
1559,West Region,Menoua,73.43,Forest,11.26
1560,West Region,Menoua,249.88,Plains,11.65
1561,West Region,Haut-Nkam,50.39,Coastal,6.88
1562,West Region,Haut-Nkam,109.04,Mountainous,6.69
1563,Centre Region,Lekie,456.31,Forest,15.46
1564,Far North Region,Mayo-Kani,321.95,Plains,19.58
1565,Far North Region,Diamare,438.63,Mountainous,8.57
1566,Adamawa Region,Djerem,376.39,Forest,2.78
1567,Northwest Region,Bui,64.2,Mountainous,17.86
1568,Centre Region,Mfoundi,333.85,Mountainous,15.95
1569,Littoral Region,Nkam,152.06,Forest,8.49
1570,Southwest Region,Kupe-Manenguba,455.36,Mountainous,9.78
1571,Centre Region,Lekie,368.29,Forest,2.53
1572,Far North Region,Mayo-Kani,459.23,Coastal,1.68
1573,Adamawa Region,Vina,415.13,Forest,1.25
1574,Northwest Region,Donga-Mantung,467.75,Coastal,8.18
1575,Littoral Region,Sanaga-Maritime,131.33,Coastal,3.7
1576,Centre Region,Haute-Sanaga,238.59,Plains,13.34
1577,Southwest Region,Ndian,268.03,Forest,4.6
1578,Southwest Region,Ndian,345.2,Coastal,7.22
1579,North Region,Mayo-Rey,99.23,Plains,16.68
1580,Southwest Region,Meme,177.63,Mountainous,2.38
1581,Adamawa Region,Djerem,461.83,Coastal,8.94
1582,North Region,Benoue,463.96,Plains,7.84
1583,East Region,Lom-et-Djerem,237.27,Plains,5.87
1584,South Region,Vallee-du-Ntem,250.01,Plains,9.27
1585,North Region,Mayo-Louti,382.22,Forest,18.3
1586,West Region,Haut-Nkam,265.67,Plains,4.79
1587,Littoral Region,Wouri,196.91,Coastal,4.55
1588,Centre Region,Haute-Sanaga,149.3,Forest,4.62
1589,Adamawa Region,Mayo-Banyo,397.91,Plains,9.4
1590,West Region,Menoua,108.81,Mountainous,17.75
1591,Littoral Region,Nkam,268.68,Forest,17.55
1592,Adamawa Region,Faro-et-Deo,493.55,Forest,3.69
1593,North Region,Benoue,174.19,Mountainous,17.55
1594,North Region,Benoue,486.5,Forest,1.6
1595,Littoral Region,Moungo,127.88,Mountainous,5.51
1596,South Region,Ocean,55.92,Forest,17.54
1597,East Region,Lom-et-Djerem,227.58,Forest,10.56
1598,Littoral Region,Sanaga-Maritime,78.46,Plains,18.28
1599,Northwest Region,Mezam,232.32,Forest,15.61
1600,Littoral Region,Moungo,141.93,Plains,16.49
1601,Centre Region,Mbam-et-Kim,490.03,Mountainous,2.2
1602,West Region,Bamboutos,377.79,Coastal,0.58
1603,Far North Region,Mayo-Tsanaga,489.17,Plains,19.48
1604,South Region,Vallee-du-Ntem,317.57,Forest,4.48
1605,West Region,Menoua,399.36,Coastal,6.64
1606,Far North Region,Mayo-Tsanaga,63.19,Plains,14.37
1607,West Region,Menoua,299.51,Coastal,1.54
1608,Far North Region,Diamare,222.89,Forest,16.0
1609,Littoral Region,Sanaga-Maritime,353.26,Plains,17.58
1610,Littoral Region,Sanaga-Maritime,419.68,Coastal,2.69
1611,Littoral Region,Moungo,70.84,Mountainous,14.81
1612,East Region,Lom-et-Djerem,449.42,Mountainous,4.8
1613,Northwest Region,Momo,242.84,Coastal,17.36
1614,East Region,Haut-Nyong,101.95,Plains,8.82
1615,Littoral Region,Nkam,462.49,Plains,0.53
1616,Littoral Region,Wouri,441.74,Forest,13.57
1617,Northwest Region,Momo,147.81,Forest,3.84
1618,Littoral Region,Wouri,246.69,Mountainous,6.1
1619,South Region,Vallee-du-Ntem,82.13,Plains,0.24
1620,Littoral Region,Sanaga-Maritime,215.51,Plains,5.89
1621,West Region,Nde,205.81,Plains,5.32
1622,Centre Region,Mfoundi,75.55,Mountainous,19.58
1623,Centre Region,Haute-Sanaga,124.55,Forest,15.84
1624,East Region,Lom-et-Djerem,268.38,Plains,5.0
1625,Southwest Region,Lebialem,268.01,Mountainous,17.08
1626,Southwest Region,Fako,396.61,Plains,18.92
1627,Littoral Region,Moungo,102.95,Forest,10.47
1628,West Region,Menoua,463.0,Coastal,6.35
1629,Southwest Region,Ndian,268.86,Plains,15.44
1630,North Region,Benoue,100.37,Coastal,5.08
1631,South Region,Ocean,427.1,Plains,7.73
1632,East Region,Lom-et-Djerem,397.39,Mountainous,6.24
1633,Northwest Region,Bui,122.23,Forest,1.79
1634,Northwest Region,Bui,443.11,Coastal,9.88
1635,Adamawa Region,Faro-et-Deo,409.05,Mountainous,1.32
1636,Northwest Region,Mezam,394.91,Forest,3.4
1637,South Region,Ocean,50.37,Mountainous,2.43
1638,Far North Region,Diamare,473.98,Plains,1.32
1639,Littoral Region,Wouri,214.45,Forest,7.13
1640,South Region,Dja-et-Lobo,352.73,Forest,14.01
1641,West Region,Mifi,58.58,Mountainous,16.29
1642,South Region,Vallee-du-Ntem,316.25,Forest,7.69
1643,Adamawa Region,Vina,425.94,Forest,6.81
1644,North Region,Mayo-Louti,241.02,Plains,1.42
1645,Southwest Region,Ndian,488.88,Forest,12.11
1646,Northwest Region,Ngo-Ketunjia,199.56,Plains,10.06
1647,Far North Region,Diamare,170.83,Coastal,17.75
1648,West Region,Haut-Nkam,146.84,Coastal,12.98
1649,West Region,Bamboutos,439.18,Coastal,13.02
1650,Adamawa Region,Faro-et-Deo,285.74,Plains,0.76
1651,Northwest Region,Mezam,231.97,Plains,16.31
1652,Far North Region,Mayo-Danay,488.37,Coastal,6.66
1653,Littoral Region,Wouri,319.23,Coastal,16.54
1654,West Region,Mifi,270.87,Plains,18.18
1655,Far North Region,Mayo-Tsanaga,478.36,Mountainous,10.85
1656,Centre Region,Nyong-et-Kelle,481.06,Coastal,12.23
1657,Adamawa Region,Vina,457.58,Plains,10.01
1658,Far North Region,Mayo-Kani,497.69,Plains,3.21
1659,Adamawa Region,Djerem,187.18,Mountainous,10.18
1660,North Region,Faro,167.29,Coastal,14.15
1661,East Region,Lom-et-Djerem,227.6,Plains,2.76
1662,Centre Region,Haute-Sanaga,344.35,Mountainous,6.3
1663,Far North Region,Diamare,132.01,Plains,7.55
1664,East Region,Boumba-et-Ngoko,391.22,Plains,19.75
1665,South Region,Mvila,296.95,Coastal,1.59
1666,East Region,Lom-et-Djerem,156.36,Coastal,1.92
1667,Far North Region,Mayo-Sava,213.14,Mountainous,4.99
1668,Southwest Region,Ndian,203.26,Plains,14.06
1669,Northwest Region,Momo,151.72,Plains,2.67
1670,North Region,Benoue,388.05,Mountainous,1.33
1671,Littoral Region,Wouri,335.73,Coastal,4.05
1672,South Region,Vallee-du-Ntem,184.79,Forest,3.31
1673,East Region,Haut-Nyong,64.22,Coastal,16.43
1674,Far North Region,Mayo-Tsanaga,312.91,Mountainous,3.91
1675,Northwest Region,Ngo-Ketunjia,206.03,Forest,8.34
1676,Littoral Region,Sanaga-Maritime,400.44,Plains,19.27
1677,Centre Region,Mbam-et-Kim,241.89,Mountainous,6.09
1678,Centre Region,Lekie,214.82,Coastal,2.82
1679,Southwest Region,Fako,192.2,Forest,3.36
1680,Northwest Region,Momo,321.82,Coastal,6.18
1681,Adamawa Region,Mayo-Banyo,213.49,Coastal,14.3
1682,North Region,Faro,345.61,Plains,13.45
1683,Littoral Region,Sanaga-Maritime,431.5,Coastal,13.46
1684,West Region,Haut-Nkam,239.7,Coastal,3.09
1685,Northwest Region,Ngo-Ketunjia,147.18,Coastal,10.64
1686,East Region,Boumba-et-Ngoko,243.04,Plains,0.41
1687,Adamawa Region,Faro-et-Deo,472.04,Coastal,13.86
1688,East Region,Haut-Nyong,456.13,Plains,17.43
1689,North Region,Faro,323.98,Coastal,19.56
1690,Northwest Region,Bui,67.49,Plains,19.01
1691,North Region,Mayo-Rey,223.79,Coastal,9.86
1692,Northwest Region,Momo,64.54,Mountainous,3.8
1693,Adamawa Region,Mbere,432.06,Coastal,15.42
1694,West Region,Bamboutos,145.36,Mountainous,14.71
1695,Littoral Region,Wouri,321.24,Coastal,12.79
1696,West Region,Nde,152.9,Plains,11.37
1697,Littoral Region,Wouri,214.55,Plains,14.44
1698,Centre Region,Mfoundi,277.53,Mountainous,5.21
1699,North Region,Faro,185.11,Forest,3.02
1700,South Region,Vallee-du-Ntem,464.68,Coastal,19.5
1701,North Region,Mayo-Louti,146.56,Forest,6.61
1702,Littoral Region,Sanaga-Maritime,307.61,Mountainous,7.88
1703,Adamawa Region,Djerem,239.45,Mountainous,17.44
1704,North Region,Faro,409.81,Plains,19.75
1705,South Region,Mvila,263.62,Mountainous,9.1
1706,Far North Region,Mayo-Sava,100.61,Coastal,10.16
1707,Northwest Region,Mezam,51.11,Forest,6.04
1708,Littoral Region,Moungo,377.73,Mountainous,2.34
1709,South Region,Dja-et-Lobo,425.37,Coastal,2.45
1710,Far North Region,Diamare,395.68,Plains,5.23
1711,Centre Region,Lekie,473.89,Forest,17.97
1712,Adamawa Region,Faro-et-Deo,370.43,Coastal,9.93
1713,West Region,Bamboutos,104.05,Mountainous,7.94
1714,Centre Region,Mfoundi,435.03,Mountainous,16.37
1715,North Region,Mayo-Louti,358.55,Forest,9.76
1716,South Region,Mvila,357.59,Coastal,3.0
1717,West Region,Haut-Nkam,265.83,Mountainous,19.14
1718,West Region,Menoua,401.77,Plains,0.96
1719,Southwest Region,Lebialem,432.84,Coastal,7.78
1720,Littoral Region,Nkam,90.43,Plains,4.72
1721,North Region,Faro,353.73,Plains,8.16
1722,Littoral Region,Nkam,179.64,Forest,17.02
1723,Southwest Region,Meme,124.27,Plains,3.31
1724,West Region,Haut-Nkam,425.41,Forest,13.07
1725,Adamawa Region,Faro-et-Deo,391.32,Mountainous,16.17
1726,Southwest Region,Kupe-Manenguba,313.98,Plains,4.08
1727,South Region,Ocean,383.43,Plains,16.81
1728,West Region,Menoua,171.76,Mountainous,15.43
1729,North Region,Faro,282.94,Forest,8.54
1730,West Region,Haut-Nkam,475.48,Mountainous,2.66
1731,Centre Region,Mfoundi,118.45,Plains,5.68
1732,Far North Region,Mayo-Sava,327.88,Forest,5.54
1733,North Region,Mayo-Louti,360.1,Coastal,17.65
1734,Far North Region,Mayo-Sava,499.79,Forest,9.05
1735,South Region,Mvila,265.27,Coastal,19.53
1736,Northwest Region,Ngo-Ketunjia,68.55,Coastal,19.06
1737,East Region,Haut-Nyong,323.91,Plains,11.65
1738,Southwest Region,Fako,340.88,Coastal,9.38
1739,North Region,Mayo-Louti,345.31,Forest,7.43
1740,West Region,Haut-Nkam,266.71,Mountainous,8.19
1741,South Region,Ocean,149.78,Mountainous,8.13
1742,Centre Region,Haute-Sanaga,443.32,Coastal,17.22
1743,West Region,Bamboutos,263.12,Plains,6.01
1744,North Region,Faro,312.64,Mountainous,4.19
1745,South Region,Dja-et-Lobo,256.46,Mountainous,17.64
1746,Centre Region,Mbam-et-Kim,79.48,Plains,2.82
1747,East Region,Boumba-et-Ngoko,415.74,Plains,19.43
1748,Far North Region,Mayo-Danay,340.29,Forest,17.21
1749,East Region,Boumba-et-Ngoko,256.66,Plains,16.6
1750,South Region,Ocean,194.47,Mountainous,1.0
1751,Adamawa Region,Mbere,216.19,Forest,6.01
1752,Centre Region,Lekie,489.89,Plains,6.57
1753,East Region,Lom-et-Djerem,382.12,Forest,16.75
1754,Southwest Region,Kupe-Manenguba,137.17,Mountainous,3.69
1755,Northwest Region,Ngo-Ketunjia,85.25,Forest,14.5
1756,Adamawa Region,Djerem,410.75,Coastal,3.77
1757,East Region,Kadey,300.33,Mountainous,16.95
1758,Far North Region,Diamare,427.06,Plains,15.08
1759,Far North Region,Mayo-Tsanaga,151.46,Coastal,6.94
1760,East Region,Haut-Nyong,377.26,Mountainous,19.5
1761,South Region,Dja-et-Lobo,150.42,Plains,1.46
1762,Far North Region,Mayo-Sava,426.91,Mountainous,6.25
1763,North Region,Mayo-Rey,152.79,Plains,19.78
1764,South Region,Ocean,390.26,Forest,13.33
1765,East Region,Boumba-et-Ngoko,499.68,Plains,9.61
1766,Centre Region,Mfoundi,388.31,Forest,19.63
1767,Adamawa Region,Mbere,230.11,Forest,2.85
1768,Far North Region,Mayo-Kani,241.83,Coastal,17.65
1769,South Region,Vallee-du-Ntem,445.19,Plains,9.67
1770,Littoral Region,Nkam,84.38,Forest,6.9
1771,Littoral Region,Sanaga-Maritime,413.46,Forest,6.14
1772,Adamawa Region,Mayo-Banyo,186.05,Mountainous,11.8
1773,West Region,Nde,443.8,Coastal,19.12
1774,West Region,Haut-Nkam,108.21,Plains,0.96
1775,Southwest Region,Kupe-Manenguba,122.66,Plains,17.02
1776,Adamawa Region,Faro-et-Deo,292.23,Mountainous,0.89
1777,Northwest Region,Ngo-Ketunjia,283.67,Plains,9.92
1778,North Region,Mayo-Louti,243.95,Mountainous,16.94
1779,Far North Region,Mayo-Kani,423.72,Coastal,12.48
1780,Littoral Region,Sanaga-Maritime,101.35,Mountainous,0.29
1781,Far North Region,Diamare,299.55,Coastal,3.66
1782,North Region,Benoue,462.5,Coastal,9.36
1783,Adamawa Region,Mayo-Banyo,182.41,Coastal,18.65
1784,South Region,Ocean,92.81,Plains,5.46
1785,North Region,Mayo-Louti,169.24,Plains,15.66
1786,Littoral Region,Nkam,416.27,Plains,12.25
1787,Far North Region,Diamare,386.14,Coastal,19.05
1788,Far North Region,Diamare,99.38,Coastal,16.36
1789,East Region,Haut-Nyong,256.51,Plains,12.12
1790,Far North Region,Mayo-Sava,158.31,Coastal,15.65
1791,Adamawa Region,Vina,332.12,Mountainous,6.11
1792,North Region,Faro,446.69,Coastal,0.28
1793,Littoral Region,Nkam,347.2,Forest,15.87
1794,Adamawa Region,Vina,204.1,Forest,14.31
1795,Far North Region,Mayo-Sava,98.02,Mountainous,15.47
1796,Centre Region,Haute-Sanaga,226.37,Coastal,1.95
1797,South Region,Vallee-du-Ntem,99.87,Forest,2.53
1798,Littoral Region,Wouri,134.18,Plains,14.67
1799,North Region,Mayo-Rey,337.51,Mountainous,5.33
1800,Littoral Region,Nkam,380.5,Forest,12.7
1801,Littoral Region,Sanaga-Maritime,440.26,Forest,19.38
1802,Far North Region,Mayo-Kani,487.58,Coastal,15.33
1803,Northwest Region,Mezam,400.49,Plains,5.68
1804,Littoral Region,Nkam,242.79,Plains,14.46
1805,East Region,Kadey,51.65,Plains,14.49
1806,Adamawa Region,Mbere,124.76,Forest,0.69
1807,North Region,Benoue,208.53,Plains,8.8
1808,Centre Region,Nyong-et-Kelle,243.45,Coastal,12.95
1809,North Region,Benoue,76.08,Mountainous,17.92
1810,Adamawa Region,Mbere,370.39,Mountainous,16.65
1811,Littoral Region,Moungo,233.0,Forest,15.09
1812,Centre Region,Nyong-et-Kelle,182.33,Plains,14.67
1813,South Region,Dja-et-Lobo,309.93,Plains,10.68
1814,East Region,Boumba-et-Ngoko,493.94,Coastal,3.09
1815,Southwest Region,Lebialem,178.59,Plains,8.65
1816,Littoral Region,Moungo,50.53,Mountainous,11.98
1817,Northwest Region,Mezam,249.81,Forest,19.29
1818,East Region,Haut-Nyong,414.17,Plains,11.17
1819,East Region,Boumba-et-Ngoko,320.16,Mountainous,13.52
1820,Centre Region,Lekie,195.5,Coastal,1.67
1821,South Region,Mvila,418.26,Plains,1.34
1822,East Region,Kadey,292.76,Mountainous,11.01
1823,Centre Region,Mfoundi,425.17,Plains,8.79
1824,Far North Region,Diamare,285.21,Forest,11.63
1825,Centre Region,Nyong-et-Kelle,416.47,Plains,18.21
1826,Littoral Region,Sanaga-Maritime,226.0,Plains,2.09
1827,Centre Region,Mfoundi,149.67,Coastal,8.11
1828,Northwest Region,Bui,366.86,Mountainous,11.32
1829,South Region,Dja-et-Lobo,60.5,Coastal,6.27
1830,Littoral Region,Moungo,61.73,Plains,18.78
1831,Southwest Region,Kupe-Manenguba,155.84,Plains,2.63
1832,South Region,Ocean,140.51,Forest,18.06
1833,East Region,Kadey,92.75,Forest,14.96
1834,Far North Region,Mayo-Kani,349.53,Forest,7.61
1835,East Region,Kadey,358.13,Coastal,1.06
1836,North Region,Benoue,293.23,Plains,12.46
1837,Northwest Region,Mezam,476.99,Mountainous,8.33
1838,Adamawa Region,Mbere,334.0,Forest,1.51
1839,South Region,Mvila,123.35,Forest,12.72
1840,North Region,Benoue,117.08,Coastal,19.51
1841,Adamawa Region,Djerem,309.23,Mountainous,9.35
1842,South Region,Ocean,54.4,Coastal,16.52
1843,East Region,Lom-et-Djerem,67.98,Mountainous,8.09
1844,Adamawa Region,Mayo-Banyo,353.3,Plains,4.26
1845,Adamawa Region,Vina,251.94,Coastal,10.56
1846,Littoral Region,Sanaga-Maritime,491.67,Forest,14.86
1847,Centre Region,Haute-Sanaga,469.04,Mountainous,1.83
1848,Littoral Region,Moungo,296.87,Mountainous,4.51
1849,Southwest Region,Fako,432.53,Forest,16.0
1850,Far North Region,Mayo-Sava,199.73,Mountainous,0.39
1851,East Region,Haut-Nyong,355.29,Mountainous,9.24
1852,South Region,Dja-et-Lobo,303.87,Plains,12.47
1853,Southwest Region,Lebialem,436.33,Plains,18.7
1854,East Region,Kadey,199.94,Forest,5.59
1855,Centre Region,Mbam-et-Kim,395.73,Mountainous,0.4
1856,Centre Region,Mbam-et-Kim,89.96,Forest,15.14
1857,Littoral Region,Nkam,134.46,Forest,10.25
1858,Southwest Region,Lebialem,115.74,Forest,5.64
1859,Littoral Region,Nkam,144.52,Forest,0.97
1860,Far North Region,Mayo-Sava,488.97,Forest,2.1
1861,Adamawa Region,Djerem,140.31,Mountainous,19.46
1862,South Region,Dja-et-Lobo,289.64,Mountainous,15.63
1863,Littoral Region,Moungo,483.51,Coastal,2.39
1864,North Region,Mayo-Louti,328.5,Mountainous,18.12
1865,Southwest Region,Fako,148.06,Mountainous,16.59
1866,North Region,Mayo-Rey,131.52,Mountainous,2.04
1867,East Region,Lom-et-Djerem,146.9,Forest,9.62
1868,Far North Region,Diamare,399.42,Coastal,5.98
1869,West Region,Mifi,441.59,Plains,11.3
1870,East Region,Kadey,341.49,Mountainous,16.76
1871,Adamawa Region,Vina,453.62,Mountainous,15.4
1872,Centre Region,Mbam-et-Kim,161.37,Mountainous,14.44
1873,North Region,Faro,93.93,Coastal,17.48
1874,Centre Region,Mfoundi,479.01,Mountainous,19.68
1875,West Region,Haut-Nkam,125.45,Forest,9.59
1876,Centre Region,Mfoundi,403.92,Plains,7.93
1877,Southwest Region,Meme,88.86,Forest,1.56
1878,Centre Region,Mfoundi,342.07,Mountainous,5.76
1879,East Region,Lom-et-Djerem,451.4,Plains,17.03
1880,Northwest Region,Ngo-Ketunjia,442.26,Forest,3.75
1881,Southwest Region,Fako,226.34,Forest,11.93
1882,Adamawa Region,Djerem,299.14,Mountainous,1.39
1883,Southwest Region,Meme,194.87,Coastal,4.72
1884,Southwest Region,Ndian,186.99,Forest,15.67
1885,North Region,Mayo-Louti,259.43,Coastal,11.42
1886,North Region,Benoue,102.57,Plains,12.0
1887,Far North Region,Mayo-Sava,291.14,Mountainous,0.61
1888,Centre Region,Mfoundi,362.75,Plains,10.96
1889,West Region,Haut-Nkam,472.26,Forest,11.67
1890,Southwest Region,Kupe-Manenguba,145.05,Forest,17.51
1891,South Region,Dja-et-Lobo,168.77,Plains,16.62
1892,East Region,Lom-et-Djerem,488.82,Coastal,18.23
1893,East Region,Lom-et-Djerem,451.63,Coastal,1.33
1894,South Region,Vallee-du-Ntem,463.12,Coastal,4.29
1895,Southwest Region,Ndian,74.5,Mountainous,10.03
1896,Northwest Region,Donga-Mantung,472.84,Coastal,19.95
1897,North Region,Mayo-Rey,418.19,Coastal,11.3
1898,Centre Region,Haute-Sanaga,385.69,Mountainous,14.4
1899,Northwest Region,Ngo-Ketunjia,480.25,Plains,4.83
1900,East Region,Haut-Nyong,489.93,Plains,4.39
1901,West Region,Bamboutos,208.0,Mountainous,13.23
1902,South Region,Mvila,461.08,Forest,18.07
1903,North Region,Mayo-Louti,129.28,Plains,17.83
1904,Centre Region,Lekie,443.05,Forest,15.02
1905,North Region,Mayo-Louti,101.87,Plains,4.6
1906,Southwest Region,Kupe-Manenguba,348.61,Plains,14.17
1907,Adamawa Region,Faro-et-Deo,169.37,Coastal,3.05
1908,Centre Region,Lekie,157.9,Plains,0.94
1909,Far North Region,Diamare,485.77,Coastal,11.06
1910,East Region,Haut-Nyong,135.88,Coastal,17.01
1911,Southwest Region,Meme,288.97,Coastal,6.56
1912,Adamawa Region,Djerem,123.69,Forest,9.65
1913,West Region,Bamboutos,384.52,Coastal,7.42
1914,South Region,Ocean,405.09,Coastal,18.81
1915,South Region,Mvila,219.77,Plains,8.66
1916,Centre Region,Haute-Sanaga,161.61,Mountainous,14.4
1917,Northwest Region,Bui,266.51,Coastal,1.24
1918,North Region,Mayo-Rey,480.43,Forest,5.09
1919,Littoral Region,Nkam,246.66,Forest,5.46
1920,North Region,Mayo-Louti,190.36,Mountainous,18.08
1921,South Region,Mvila,170.89,Coastal,11.35
1922,North Region,Mayo-Louti,146.27,Mountainous,2.81
1923,Far North Region,Mayo-Sava,422.46,Coastal,5.14
1924,Far North Region,Mayo-Tsanaga,263.0,Plains,5.56
1925,West Region,Menoua,132.48,Plains,2.93
1926,South Region,Dja-et-Lobo,132.66,Forest,3.26
1927,Southwest Region,Meme,232.38,Plains,5.15
1928,North Region,Mayo-Rey,240.26,Mountainous,7.78
1929,North Region,Faro,291.47,Plains,15.62
1930,Littoral Region,Moungo,59.14,Forest,1.19
1931,Centre Region,Lekie,225.13,Coastal,0.21
1932,Adamawa Region,Djerem,117.68,Mountainous,13.58
1933,South Region,Ocean,313.55,Forest,7.11
1934,Northwest Region,Momo,82.31,Forest,3.48
1935,Northwest Region,Ngo-Ketunjia,71.76,Coastal,8.1
1936,West Region,Nde,363.49,Mountainous,7.53
1937,Far North Region,Mayo-Tsanaga,456.55,Plains,16.78
1938,Centre Region,Nyong-et-Kelle,462.8,Plains,1.02
1939,Centre Region,Nyong-et-Kelle,279.44,Coastal,2.84
1940,Littoral Region,Moungo,478.76,Mountainous,4.98
1941,Northwest Region,Mezam,414.69,Forest,1.03
1942,Far North Region,Mayo-Kani,112.48,Plains,10.73
1943,South Region,Mvila,428.28,Mountainous,7.33
1944,South Region,Mvila,269.68,Coastal,10.21
1945,Littoral Region,Nkam,101.14,Plains,13.4
1946,East Region,Haut-Nyong,174.8,Plains,14.19
1947,Southwest Region,Meme,198.9,Forest,14.96
1948,Centre Region,Haute-Sanaga,74.68,Forest,11.62
1949,South Region,Vallee-du-Ntem,85.24,Forest,0.22
1950,North Region,Faro,77.95,Forest,2.61
1951,Northwest Region,Mezam,455.4,Mountainous,7.59
1952,Southwest Region,Lebialem,126.92,Coastal,16.8
1953,Adamawa Region,Djerem,62.73,Forest,12.26
1954,West Region,Nde,445.87,Plains,1.02
1955,Northwest Region,Ngo-Ketunjia,83.36,Coastal,10.57
1956,East Region,Kadey,315.88,Mountainous,15.12
1957,Centre Region,Nyong-et-Kelle,442.17,Coastal,7.53
1958,Far North Region,Mayo-Tsanaga,255.42,Mountainous,17.35
1959,North Region,Mayo-Rey,243.71,Coastal,10.66
1960,South Region,Dja-et-Lobo,433.47,Forest,19.58
1961,Adamawa Region,Vina,258.32,Plains,19.73
1962,Adamawa Region,Vina,253.3,Mountainous,15.66
1963,East Region,Haut-Nyong,377.37,Plains,3.75
1964,West Region,Mifi,341.36,Mountainous,14.3
1965,South Region,Mvila,174.13,Coastal,0.49
1966,Adamawa Region,Djerem,166.45,Coastal,6.59
1967,Centre Region,Mbam-et-Kim,188.55,Forest,5.08
1968,Adamawa Region,Djerem,157.44,Coastal,17.65
1969,Far North Region,Mayo-Kani,347.83,Mountainous,11.57
1970,East Region,Haut-Nyong,204.11,Mountainous,16.01
