Prevention_key,Nets_distributed,Spray_coverage,Control_method,Last_campaign_date
1639,367,46.27,Indoor Residual Spraying,2015-07-21
1640,4777,63.38,Environmental Management,2019-08-14
1641,409,56.36,Indoor Residual Spraying,2015-04-24
1642,3308,67.78,Environmental Management,2023-12-16
1643,4690,79.13,Larvicide Application,2016-10-27
1644,782,91.94,Bed Net Distribution,2020-09-24
1645,3193,83.67,Indoor Residual Spraying,2019-11-06
1646,2336,82.5,Bed Net Distribution,2019-05-21
1647,2814,88.82,Bed Net Distribution,2022-07-14
1648,2440,61.82,Bed Net Distribution,2022-11-06
1649,608,42.91,Bed Net Distribution,2021-09-22
1650,3324,42.7,Bed Net Distribution,2017-05-19
1651,3728,40.16,Indoor Residual Spraying,2020-07-18
1652,2568,50.82,Environmental Management,2022-06-11
1653,4748,93.12,Bed Net Distribution,2020-10-13
1654,4139,42.68,Environmental Management,2017-06-15
1655,1544,78.74,Environmental Management,2018-08-27
1656,3979,64.56,Bed Net Distribution,2015-09-01
1657,3322,40.97,Bed Net Distribution,2016-04-24
1658,1128,40.72,Environmental Management,2017-03-07
1659,3132,85.35,Larvicide Application,2018-01-14
1660,1596,43.55,Bed Net Distribution,2023-10-26
1661,4375,70.85,Larvicide Application,2015-09-28
1662,2307,56.8,Indoor Residual Spraying,2019-05-05
1663,3662,94.33,Bed Net Distribution,2015-09-07
1664,927,61.95,Bed Net Distribution,2020-11-06
1665,2002,47.15,Larvicide Application,2015-11-16
1666,573,67.94,Larvicide Application,2022-12-07
1667,4077,71.86,Environmental Management,2019-12-11
1668,3806,58.61,Bed Net Distribution,2015-07-07
1669,3560,66.79,Larvicide Application,2023-07-21
1670,4126,94.11,Environmental Management,2018-12-24
1671,2855,56.4,Indoor Residual Spraying,2019-05-17
1672,4764,45.6,Larvicide Application,2020-06-26
1673,3303,69.62,Environmental Management,2023-10-31
1674,1165,88.74,Bed Net Distribution,2016-04-22
1675,2238,79.43,Indoor Residual Spraying,2015-03-04
1676,2220,54.48,Environmental Management,2020-10-20
1677,390,62.72,Bed Net Distribution,2020-03-09
1678,3403,84.4,Environmental Management,2015-01-28
1679,4634,72.72,Environmental Management,2020-10-04
1680,3055,76.49,Indoor Residual Spraying,2021-03-03
1681,2469,85.51,Environmental Management,2016-01-20
1682,2771,79.84,Larvicide Application,2021-08-04
1683,1040,86.43,Bed Net Distribution,2016-01-10
1684,1228,75.66,Indoor Residual Spraying,2021-02-10
1685,3674,90.01,Environmental Management,2017-06-04
1686,4694,81.14,Indoor Residual Spraying,2015-03-04
1687,252,49.21,Environmental Management,2016-04-08
1688,4907,60.4,Bed Net Distribution,2023-01-20
1689,4136,44.34,Bed Net Distribution,2023-06-20
1690,2793,83.6,Bed Net Distribution,2020-06-08
1691,1352,85.34,Indoor Residual Spraying,2022-05-06
1692,1940,72.78,Environmental Management,2017-11-11
1693,2182,81.94,Larvicide Application,2019-12-26
1694,3450,84.06,Bed Net Distribution,2023-12-08
1695,4498,79.09,Larvicide Application,2017-08-15
1696,2435,68.14,Larvicide Application,2018-10-01
1697,2320,92.27,Indoor Residual Spraying,2020-12-09
1698,1575,48.58,Indoor Residual Spraying,2018-03-30
1699,1896,44.76,Bed Net Distribution,2016-08-23
1700,4429,60.11,Indoor Residual Spraying,2020-02-11
1701,3658,83.19,Bed Net Distribution,2018-04-17
1702,552,76.19,Environmental Management,2021-02-20
1703,4023,85.11,Larvicide Application,2018-05-22
1704,4064,65.35,Indoor Residual Spraying,2018-08-11
1705,1063,51.19,Bed Net Distribution,2017-07-23
1706,3294,79.25,Bed Net Distribution,2021-04-04
1707,4854,91.79,Environmental Management,2022-09-14
1708,765,68.66,Environmental Management,2019-01-18
1709,4951,61.73,Indoor Residual Spraying,2020-01-27
1710,2297,61.86,Bed Net Distribution,2015-03-11
1711,2437,48.29,Indoor Residual Spraying,2022-07-19
1712,3631,45.28,Bed Net Distribution,2015-11-29
1713,3270,48.78,Larvicide Application,2021-04-19
1714,4985,71.8,Larvicide Application,2023-06-16
1715,2327,58.88,Larvicide Application,2020-03-23
1716,2711,76.3,Larvicide Application,2018-11-04
1717,1557,79.06,Environmental Management,2019-01-24
1718,3648,47.72,Larvicide Application,2015-02-14
1719,2784,70.52,Bed Net Distribution,2023-08-10
1720,4615,66.49,Environmental Management,2020-10-21
1721,2603,56.59,Bed Net Distribution,2019-07-05
1722,2396,65.78,Indoor Residual Spraying,2021-01-15
1723,2568,83.92,Bed Net Distribution,2021-10-16
1724,1655,44.23,Environmental Management,2016-07-19
1725,323,42.7,Environmental Management,2018-02-11
1726,982,57.46,Environmental Management,2017-04-11
1727,4031,70.86,Environmental Management,2018-12-12
1728,4889,87.02,Indoor Residual Spraying,2017-06-01
1729,1465,94.63,Larvicide Application,2016-05-14
1730,1198,79.19,Bed Net Distribution,2018-06-10
1731,3727,54.75,Larvicide Application,2021-04-11
1732,3890,69.22,Larvicide Application,2020-08-08
1733,1245,78.08,Larvicide Application,2020-07-15
1734,734,77.42,Larvicide Application,2023-02-03
1735,720,73.26,Larvicide Application,2017-12-18
1736,2025,90.43,Environmental Management,2019-11-23
1737,2764,43.35,Environmental Management,2017-08-10
1738,2952,73.66,Indoor Residual Spraying,2019-01-05
1739,2776,93.93,Bed Net Distribution,2015-09-22
1740,2459,47.17,Larvicide Application,2015-01-14
1741,1189,60.55,Environmental Management,2017-04-26
1742,3671,94.73,Indoor Residual Spraying,2022-01-28
1743,515,50.83,Environmental Management,2015-07-13
1744,561,79.12,Indoor Residual Spraying,2018-03-31
1745,3476,60.62,Environmental Management,2022-02-03
1746,2521,83.58,Bed Net Distribution,2019-03-17
1747,2573,71.41,Environmental Management,2016-10-04
1748,2552,44.76,Bed Net Distribution,2023-12-08
1749,881,88.69,Environmental Management,2019-10-01
1750,2473,40.33,Larvicide Application,2023-10-21
1751,3894,63.1,Larvicide Application,2016-05-22
1752,2888,47.45,Larvicide Application,2022-11-08
1753,3737,70.14,Environmental Management,2019-10-03
1754,1807,79.55,Larvicide Application,2022-11-20
1755,3188,57.56,Bed Net Distribution,2015-03-30
1756,2136,57.99,Indoor Residual Spraying,2021-12-08
1757,1692,54.11,Bed Net Distribution,2023-04-26
1758,3403,84.91,Larvicide Application,2018-11-14
1759,1014,60.08,Larvicide Application,2018-10-27
1760,2371,47.16,Bed Net Distribution,2017-04-13
1761,2913,57.12,Environmental Management,2016-01-13
1762,3385,67.54,Environmental Management,2016-05-02
1763,3242,57.65,Environmental Management,2021-12-25
1764,4567,49.64,Larvicide Application,2020-10-01
1765,1498,49.98,Bed Net Distribution,2016-08-20
1766,3953,41.38,Indoor Residual Spraying,2021-06-29
1767,4773,56.65,Environmental Management,2021-05-19
1768,3404,93.55,Indoor Residual Spraying,2018-09-06
1769,1461,52.66,Indoor Residual Spraying,2020-11-26
1770,457,63.69,Environmental Management,2020-03-04
1771,1866,51.78,Larvicide Application,2023-10-14
1772,157,91.71,Larvicide Application,2019-11-09
1773,4577,94.89,Environmental Management,2021-08-07
1774,992,42.33,Bed Net Distribution,2022-09-06
1775,4821,76.87,Environmental Management,2017-08-05
1776,1095,83.73,Environmental Management,2020-10-06
1777,3407,64.73,Bed Net Distribution,2016-01-29
1778,1139,51.8,Environmental Management,2023-10-21
1779,1587,87.64,Indoor Residual Spraying,2021-08-27
1780,2390,49.85,Indoor Residual Spraying,2020-10-25
1781,3449,52.65,Indoor Residual Spraying,2018-05-16
1782,3484,56.81,Indoor Residual Spraying,2015-07-15
1783,2423,89.31,Bed Net Distribution,2018-12-03
1784,3316,66.46,Bed Net Distribution,2020-04-27
1785,4364,58.3,Larvicide Application,2018-03-12
1786,2994,58.38,Indoor Residual Spraying,2019-01-31
1787,1122,40.97,Bed Net Distribution,2022-06-12
1788,885,72.96,Indoor Residual Spraying,2020-03-09
1789,953,52.79,Indoor Residual Spraying,2017-11-18
1790,2140,50.57,Environmental Management,2022-01-05
1791,529,59.45,Environmental Management,2016-07-28
1792,485,83.16,Bed Net Distribution,2019-02-24
1793,187,67.1,Bed Net Distribution,2021-03-18
1794,2614,71.3,Bed Net Distribution,2019-11-13
1795,539,47.75,Bed Net Distribution,2019-08-24
1796,992,87.43,Environmental Management,2019-12-17
1797,3356,42.0,Bed Net Distribution,2015-07-18
1798,3163,89.2,Indoor Residual Spraying,2023-02-10
1799,3149,49.82,Larvicide Application,2022-01-02
1800,4538,90.58,Bed Net Distribution,2022-08-26
1801,3739,91.83,Larvicide Application,2023-01-14
1802,1378,54.31,Larvicide Application,2019-06-24
1803,4204,77.12,Bed Net Distribution,2015-12-01
1804,1560,73.86,Larvicide Application,2019-07-09
1805,4139,71.45,Larvicide Application,2022-07-04
1806,1773,40.22,Larvicide Application,2015-07-07
1807,4176,66.4,Larvicide Application,2016-07-07
1808,3541,47.33,Bed Net Distribution,2016-10-16
1809,103,91.39,Indoor Residual Spraying,2017-02-14
1810,2127,74.23,Larvicide Application,2015-08-31
1811,1567,88.85,Indoor Residual Spraying,2015-06-10
1812,1414,66.76,Indoor Residual Spraying,2018-04-01
1813,354,55.93,Larvicide Application,2022-05-21
1814,2907,76.6,Larvicide Application,2018-09-09
1815,2884,73.73,Bed Net Distribution,2018-04-20
1816,4734,86.06,Bed Net Distribution,2019-05-08
1817,4573,94.23,Bed Net Distribution,2021-08-19
1818,1872,89.45,Larvicide Application,2017-05-05
1819,2861,41.66,Bed Net Distribution,2018-04-21
1820,287,73.96,Larvicide Application,2020-06-08
1821,3398,44.03,Environmental Management,2021-05-28
1822,3646,64.81,Larvicide Application,2018-12-30
1823,4809,46.69,Larvicide Application,2017-10-19
1824,486,66.89,Environmental Management,2020-08-04
1825,3044,79.69,Bed Net Distribution,2023-11-22
1826,3581,79.73,Indoor Residual Spraying,2015-10-10
1827,2636,81.23,Bed Net Distribution,2017-12-04
1828,2580,55.0,Indoor Residual Spraying,2017-08-08
1829,594,74.11,Bed Net Distribution,2019-03-10
1830,1688,59.02,Environmental Management,2021-02-22
1831,3927,90.42,Indoor Residual Spraying,2019-02-05
1832,3437,81.85,Environmental Management,2023-11-11
1833,905,86.66,Environmental Management,2020-07-24
1834,2291,86.4,Environmental Management,2022-07-14
1835,902,76.4,Environmental Management,2019-09-16
1836,2795,60.35,Bed Net Distribution,2015-03-08
1837,4940,89.52,Larvicide Application,2021-09-05
1838,4030,84.69,Indoor Residual Spraying,2020-06-13
1839,138,86.1,Larvicide Application,2019-02-15
1840,794,69.27,Bed Net Distribution,2023-01-31
1841,3697,48.14,Larvicide Application,2021-06-20
1842,3204,84.76,Indoor Residual Spraying,2016-03-23
1843,138,43.66,Environmental Management,2022-08-24
1844,1337,84.74,Larvicide Application,2020-01-27
1845,4371,56.92,Larvicide Application,2021-06-14
1846,2072,40.95,Larvicide Application,2022-04-25
1847,1346,76.92,Larvicide Application,2018-12-21
1848,1061,63.25,Environmental Management,2016-05-01
1849,381,79.66,Bed Net Distribution,2021-06-02
1850,1972,74.61,Environmental Management,2019-11-23
1851,1539,85.97,Bed Net Distribution,2023-04-30
1852,544,40.15,Larvicide Application,2015-08-30
1853,1425,45.96,Indoor Residual Spraying,2018-03-24
1854,424,66.43,Larvicide Application,2022-02-09
1855,2312,70.56,Larvicide Application,2019-06-05
1856,2870,76.97,Indoor Residual Spraying,2023-08-03
1857,4463,88.83,Indoor Residual Spraying,2018-03-10
1858,3560,91.37,Larvicide Application,2023-04-17
1859,3080,40.95,Bed Net Distribution,2021-07-31
1860,4007,52.16,Bed Net Distribution,2018-10-19
1861,4151,92.85,Environmental Management,2022-10-05
1862,2170,77.38,Indoor Residual Spraying,2015-10-05
1863,1173,67.01,Larvicide Application,2015-06-14
1864,829,75.74,Bed Net Distribution,2019-08-21
1865,840,51.05,Bed Net Distribution,2022-12-22
1866,3815,83.99,Indoor Residual Spraying,2022-04-13
1867,4124,66.57,Environmental Management,2017-10-17
1868,2239,88.26,Indoor Residual Spraying,2020-01-10
1869,1603,44.56,Bed Net Distribution,2023-05-12
1870,152,49.41,Indoor Residual Spraying,2019-03-24
1871,3495,75.88,Environmental Management,2023-07-21
1872,3718,56.14,Indoor Residual Spraying,2017-06-01
1873,3546,78.73,Environmental Management,2017-05-28
1874,2057,92.47,Environmental Management,2019-03-29
1875,4954,86.3,Indoor Residual Spraying,2018-12-25
1876,4288,67.14,Larvicide Application,2021-03-04
1877,700,69.14,Larvicide Application,2016-11-12
1878,1461,50.57,Larvicide Application,2023-03-28
1879,1793,44.47,Bed Net Distribution,2021-06-06
1880,778,74.82,Larvicide Application,2015-06-13
1881,2281,51.14,Larvicide Application,2022-02-21
1882,4156,41.06,Larvicide Application,2021-09-08
1883,2829,75.04,Larvicide Application,2016-06-10
1884,4010,58.54,Environmental Management,2017-06-21
1885,1294,64.57,Environmental Management,2022-07-23
1886,3284,90.94,Bed Net Distribution,2016-12-20
1887,1115,55.29,Bed Net Distribution,2017-02-10
1888,4151,68.64,Larvicide Application,2018-09-01
1889,1353,40.35,Larvicide Application,2016-09-22
1890,4656,42.95,Indoor Residual Spraying,2015-02-06
1891,1359,70.06,Environmental Management,2022-04-06
1892,1006,92.12,Bed Net Distribution,2023-10-28
1893,2665,47.15,Bed Net Distribution,2016-08-03
1894,1757,48.4,Environmental Management,2016-03-08
1895,146,91.65,Indoor Residual Spraying,2021-08-31
1896,3398,46.94,Indoor Residual Spraying,2017-01-09
1897,4814,86.85,Bed Net Distribution,2023-02-11
1898,3372,43.39,Bed Net Distribution,2017-01-12
1899,4797,41.29,Environmental Management,2017-07-26
1900,2258,53.0,Environmental Management,2022-10-08
1901,4615,66.44,Bed Net Distribution,2019-07-30
1902,4102,52.64,Larvicide Application,2023-04-29
1903,4539,63.31,Larvicide Application,2018-07-12
1904,2275,56.85,Larvicide Application,2023-07-18
1905,4904,40.99,Environmental Management,2019-11-13
1906,2693,78.95,Environmental Management,2015-10-15
1907,2688,79.18,Environmental Management,2016-11-16
1908,396,46.04,Environmental Management,2023-07-20
1909,3983,64.32,Environmental Management,2023-11-06
1910,632,45.62,Bed Net Distribution,2017-09-23
1911,4233,70.72,Indoor Residual Spraying,2020-07-24
1912,4067,56.47,Environmental Management,2019-12-27
1913,1686,91.23,Environmental Management,2023-10-21
1914,2956,48.01,Indoor Residual Spraying,2016-07-01
1915,2541,86.33,Environmental Management,2017-08-25
1916,1349,73.46,Bed Net Distribution,2022-03-12
1917,3553,84.54,Environmental Management,2019-04-21
1918,2509,92.34,Environmental Management,2016-10-22
1919,3220,45.54,Indoor Residual Spraying,2019-09-22
1920,4546,46.72,Bed Net Distribution,2020-03-04
1921,309,81.98,Bed Net Distribution,2019-07-22
1922,2502,67.6,Bed Net Distribution,2017-06-08
1923,2247,77.29,Indoor Residual Spraying,2018-12-28
1924,3275,90.68,Environmental Management,2020-06-18
1925,3123,49.27,Indoor Residual Spraying,2020-08-31
1926,2786,66.59,Indoor Residual Spraying,2018-03-02
1927,888,71.38,Larvicide Application,2017-10-14
1928,4587,83.39,Environmental Management,2017-12-02
1929,3388,89.77,Bed Net Distribution,2019-03-01
1930,2722,53.35,Bed Net Distribution,2016-01-20
1931,2518,76.75,Environmental Management,2020-09-06
1932,2619,49.56,Environmental Management,2023-08-06
1933,3286,88.69,Bed Net Distribution,2020-01-12
1934,132,78.92,Indoor Residual Spraying,2018-08-10
1935,2896,40.1,Indoor Residual Spraying,2018-02-23
1936,2882,42.19,Bed Net Distribution,2023-05-03
1937,3136,81.49,Larvicide Application,2015-01-31
1938,2935,77.39,Bed Net Distribution,2022-02-11
1939,4790,46.14,Larvicide Application,2021-03-30
1940,2603,67.47,Environmental Management,2022-01-13
1941,3025,80.25,Environmental Management,2022-09-29
1942,3496,71.54,Bed Net Distribution,2018-07-03
1943,4036,46.47,Indoor Residual Spraying,2015-07-19
1944,361,93.94,Larvicide Application,2019-08-06
1945,4385,65.63,Larvicide Application,2015-03-10
1946,3636,56.36,Environmental Management,2015-06-25
1947,4361,66.33,Environmental Management,2020-08-24
1948,794,60.28,Indoor Residual Spraying,2021-04-08
1949,3467,41.77,Larvicide Application,2019-01-13
1950,2648,53.38,Indoor Residual Spraying,2016-01-20
1951,2776,60.53,Larvicide Application,2017-07-24
1952,1478,46.81,Bed Net Distribution,2023-09-07
1953,1000,88.25,Environmental Management,2019-01-17
1954,3960,76.31,Bed Net Distribution,2022-10-27
1955,2722,64.48,Larvicide Application,2016-04-12
1956,4571,51.97,Bed Net Distribution,2015-01-11
1957,2700,53.52,Environmental Management,2017-07-07
1958,1892,66.71,Environmental Management,2019-10-10
1959,1459,49.72,Larvicide Application,2021-03-13
1960,891,72.53,Indoor Residual Spraying,2022-11-18
1961,4149,91.03,Larvicide Application,2023-11-08
1962,1853,94.11,Indoor Residual Spraying,2016-07-31
1963,4244,80.01,Bed Net Distribution,2021-04-05
1964,4407,84.1,Bed Net Distribution,2021-07-13
1965,3138,40.43,Indoor Residual Spraying,2021-11-05
1966,1044,64.57,Bed Net Distribution,2019-09-15
1967,3267,66.1,Larvicide Application,2021-03-25
1968,216,76.43,Indoor Residual Spraying,2020-11-13
1969,4644,40.77,Environmental Management,2020-10-15
1970,3238,41.69,Larvicide Application,2023-06-28
1971,3191,43.87,Environmental Management,2022-06-20
1972,4001,57.14,Bed Net Distribution,2021-01-22
1973,1286,84.91,Indoor Residual Spraying,2017-11-30
1974,317,79.41,Larvicide Application,2018-12-10
1975,2563,47.98,Environmental Management,2021-01-28
1976,1610,79.62,Environmental Management,2020-07-04
1977,4605,62.29,Indoor Residual Spraying,2015-06-19
1978,2682,91.4,Larvicide Application,2016-09-22
1979,2202,58.43,Bed Net Distribution,2020-10-07
1980,2962,83.15,Environmental Management,2023-10-01
1981,2901,94.72,Bed Net Distribution,2022-05-18
1982,885,57.57,Environmental Management,2022-05-23
1983,2391,60.4,Environmental Management,2017-10-06
1984,422,84.94,Indoor Residual Spraying,2023-03-24
1985,3858,81.49,Indoor Residual Spraying,2023-04-03
1986,1456,44.59,Larvicide Application,2016-01-03
1987,1453,46.24,Bed Net Distribution,2021-11-26
1988,3401,91.82,Environmental Management,2018-06-10
1989,4729,59.35,Larvicide Application,2017-09-08
1990,1690,68.31,Bed Net Distribution,2021-08-20
1991,2570,87.61,Indoor Residual Spraying,2019-06-24
1992,1707,87.14,Environmental Management,2018-11-22
1993,1286,48.79,Environmental Management,2022-02-16
1994,1435,93.79,Larvicide Application,2017-06-04
1995,4591,86.72,Larvicide Application,2019-12-22
1996,1186,90.97,Indoor Residual Spraying,2017-01-31
1997,905,70.08,Bed Net Distribution,2022-12-16
1998,3067,82.42,Indoor Residual Spraying,2019-11-10
1999,2397,93.85,Bed Net Distribution,2020-09-08
2000,2144,73.55,Indoor Residual Spraying,2019-06-24
2001,3314,60.4,Larvicide Application,2018-08-08
2002,3352,92.96,Indoor Residual Spraying,2016-08-25
2003,2618,48.64,Environmental Management,2023-02-06
2004,4118,74.75,Indoor Residual Spraying,2022-05-14
2005,1296,76.66,Indoor Residual Spraying,2021-01-12
2006,4690,90.73,Indoor Residual Spraying,2022-09-16
2007,4574,47.16,Larvicide Application,2016-03-19
2008,1215,40.45,Indoor Residual Spraying,2020-11-05
2009,2576,73.73,Environmental Management,2016-05-21
2010,1627,57.08,Indoor Residual Spraying,2019-11-13
2011,447,84.48,Larvicide Application,2022-03-25
2012,2000,43.39,Bed Net Distribution,2017-11-19
2013,1298,91.16,Larvicide Application,2018-04-04
2014,1040,51.14,Environmental Management,2016-11-12
2015,2026,42.28,Indoor Residual Spraying,2017-05-29
2016,1299,73.45,Environmental Management,2019-09-28
2017,1395,51.65,Bed Net Distribution,2015-03-20
2018,2222,49.25,Larvicide Application,2016-09-26
2019,2865,79.2,Larvicide Application,2018-01-24
2020,3741,47.73,Larvicide Application,2022-04-18
2021,1773,73.29,Bed Net Distribution,2020-10-19
2022,1228,65.61,Bed Net Distribution,2022-10-06
2023,909,84.78,Environmental Management,2015-09-26
2024,938,62.22,Bed Net Distribution,2023-06-02
2025,4526,71.51,Bed Net Distribution,2023-12-17
2026,3130,87.97,Bed Net Distribution,2018-02-08
2027,568,72.07,Indoor Residual Spraying,2020-06-23
2028,5000,84.13,Indoor Residual Spraying,2023-07-13
2029,3773,80.3,Bed Net Distribution,2016-10-01
2030,4928,87.4,Bed Net Distribution,2019-12-03
2031,4515,87.65,Bed Net Distribution,2016-09-23
2032,642,80.43,Environmental Management,2015-09-05
2033,4349,57.64,Bed Net Distribution,2020-09-02
2034,1895,44.25,Larvicide Application,2015-02-15
2035,1371,90.27,Bed Net Distribution,2021-08-21
2036,4702,88.71,Indoor Residual Spraying,2021-09-15
2037,1326,50.47,Larvicide Application,2021-07-17
2038,3350,40.66,Indoor Residual Spraying,2019-07-11
2039,1782,63.19,Indoor Residual Spraying,2017-12-16
2040,2251,54.25,Indoor Residual Spraying,2017-11-25
2041,1061,54.4,Indoor Residual Spraying,2017-01-08
2042,1636,41.27,Larvicide Application,2021-10-29
2043,1297,56.58,Bed Net Distribution,2023-09-04
2044,454,92.51,Indoor Residual Spraying,2016-12-06
2045,1787,47.7,Environmental Management,2017-07-04
2046,2446,76.4,Indoor Residual Spraying,2015-05-13
2047,4335,50.48,Larvicide Application,2015-10-09
2048,1089,54.09,Environmental Management,2017-09-29
2049,4879,46.33,Bed Net Distribution,2018-01-14
2050,4919,90.97,Larvicide Application,2016-03-24
2051,422,57.5,Environmental Management,2018-11-01
2052,2123,50.5,Bed Net Distribution,2021-11-04
2053,1949,51.49,Indoor Residual Spraying,2023-10-07
2054,4512,47.92,Bed Net Distribution,2019-01-24
2055,2656,51.32,Larvicide Application,2021-11-24
2056,1631,73.46,Indoor Residual Spraying,2017-04-14
2057,2078,68.82,Bed Net Distribution,2023-07-04
2058,2661,66.23,Environmental Management,2021-06-15
2059,1824,88.62,Environmental Management,2019-12-13
2060,1068,54.18,Indoor Residual Spraying,2023-03-13
2061,1078,67.24,Environmental Management,2022-09-19
2062,3710,52.04,Larvicide Application,2023-04-10
2063,117,71.43,Environmental Management,2022-04-19
2064,2604,65.75,Bed Net Distribution,2021-11-24
2065,3223,62.5,Bed Net Distribution,2018-01-25
2066,1525,67.24,Environmental Management,2021-12-20
2067,597,89.68,Indoor Residual Spraying,2017-08-27
2068,4473,64.69,Environmental Management,2018-07-30
2069,479,86.9,Bed Net Distribution,2017-09-13
2070,2589,74.05,Bed Net Distribution,2023-12-01
2071,672,41.97,Indoor Residual Spraying,2021-08-24
2072,4623,40.72,Indoor Residual Spraying,2020-05-01
2073,264,75.7,Indoor Residual Spraying,2017-04-29
2074,1215,75.11,Environmental Management,2020-01-20
2075,4867,75.35,Environmental Management,2018-08-01
2076,4445,88.75,Bed Net Distribution,2015-06-29
2077,327,86.92,Indoor Residual Spraying,2016-02-16
2078,404,83.51,Bed Net Distribution,2020-01-02
2079,4684,92.3,Indoor Residual Spraying,2020-06-26
2080,4111,74.42,Environmental Management,2017-03-04
2081,3303,49.1,Bed Net Distribution,2019-12-02
2082,1279,76.77,Bed Net Distribution,2018-12-10
2083,1224,90.7,Indoor Residual Spraying,2019-09-05
2084,4546,85.35,Indoor Residual Spraying,2017-01-13
2085,4560,69.92,Larvicide Application,2015-02-20
2086,2706,76.89,Bed Net Distribution,2019-04-03
2087,240,62.14,Environmental Management,2015-12-05
2088,802,78.25,Environmental Management,2016-01-09
2089,4437,87.63,Environmental Management,2018-08-19
2090,2066,75.02,Indoor Residual Spraying,2017-06-23
2091,2781,79.73,Larvicide Application,2022-11-08
2092,2440,43.22,Environmental Management,2015-08-04
2093,1143,40.25,Bed Net Distribution,2022-12-31
2094,746,45.52,Indoor Residual Spraying,2016-05-30
2095,919,62.8,Indoor Residual Spraying,2019-08-29
2096,1293,78.07,Bed Net Distribution,2017-03-05
2097,946,44.3,Indoor Residual Spraying,2021-05-26
2098,629,78.57,Environmental Management,2022-11-18
2099,4719,57.31,Indoor Residual Spraying,2019-09-08
2100,602,86.32,Indoor Residual Spraying,2018-02-03
2101,3279,72.68,Environmental Management,2018-08-24
2102,3926,48.18,Bed Net Distribution,2017-02-07
2103,1968,52.23,Bed Net Distribution,2021-08-04
2104,3094,60.15,Environmental Management,2022-06-03
2105,1678,74.07,Larvicide Application,2022-06-19
2106,853,54.85,Indoor Residual Spraying,2020-07-20
2107,1608,67.17,Environmental Management,2019-08-19
2108,4963,93.15,Environmental Management,2019-12-16
2109,2462,73.26,Bed Net Distribution,2021-01-11
2110,1248,69.26,Environmental Management,2016-02-06
2111,731,40.28,Larvicide Application,2018-10-16
2112,3995,62.38,Environmental Management,2018-04-27
2113,3445,76.54,Environmental Management,2019-03-24
2114,1488,55.36,Bed Net Distribution,2021-08-06
2115,2574,92.66,Bed Net Distribution,2021-12-14
2116,205,76.66,Bed Net Distribution,2022-06-04
2117,1154,53.58,Bed Net Distribution,2020-06-22
2118,221,66.8,Indoor Residual Spraying,2020-02-13
2119,3200,62.39,Indoor Residual Spraying,2022-01-24
2120,3868,89.7,Indoor Residual Spraying,2016-01-21
2121,2292,52.45,Larvicide Application,2021-07-27
2122,2883,46.44,Larvicide Application,2023-10-17
2123,464,87.61,Indoor Residual Spraying,2015-08-24
2124,4458,57.32,Bed Net Distribution,2023-02-22
2125,2825,84.31,Larvicide Application,2023-02-05
2126,4960,77.68,Indoor Residual Spraying,2021-06-13
2127,1949,67.32,Larvicide Application,2019-12-05
2128,3413,84.31,Environmental Management,2019-02-17
2129,2960,41.47,Larvicide Application,2023-05-11
2130,703,59.87,Larvicide Application,2016-07-13
2131,2346,44.97,Larvicide Application,2015-01-18
2132,3496,48.96,Environmental Management,2017-07-03
2133,1920,56.47,Bed Net Distribution,2015-11-04
2134,2034,53.4,Indoor Residual Spraying,2022-10-29
2135,589,83.5,Bed Net Distribution,2022-03-16
2136,4807,84.73,Larvicide Application,2021-02-14
2137,3505,69.49,Bed Net Distribution,2019-06-16
2138,3397,66.22,Environmental Management,2022-07-07
2139,3024,51.12,Environmental Management,2016-04-16
2140,2681,44.71,Bed Net Distribution,2019-10-20
2141,453,49.42,Environmental Management,2018-11-22
2142,239,82.52,Indoor Residual Spraying,2023-05-10
2143,4577,88.27,Larvicide Application,2015-05-31
2144,4993,93.61,Larvicide Application,2016-12-16
2145,2950,45.5,Bed Net Distribution,2015-02-24
2146,390,42.52,Environmental Management,2022-08-17
2147,2994,56.53,Environmental Management,2017-12-14
2148,4648,92.55,Bed Net Distribution,2018-08-12
2149,1862,93.05,Indoor Residual Spraying,2015-11-24
2150,4519,59.62,Indoor Residual Spraying,2015-11-23
2151,4327,56.78,Bed Net Distribution,2017-11-03
2152,2992,70.8,Environmental Management,2022-10-12
2153,3692,88.24,Bed Net Distribution,2019-09-21
2154,262,67.48,Larvicide Application,2023-06-20
2155,3974,76.99,Indoor Residual Spraying,2020-04-27
2156,4614,94.66,Bed Net Distribution,2018-02-19
2157,3000,43.73,Environmental Management,2017-09-28
2158,2473,48.23,Bed Net Distribution,2021-03-12
2159,1599,81.23,Bed Net Distribution,2022-12-16
2160,3413,62.95,Indoor Residual Spraying,2021-09-01
2161,1723,94.03,Environmental Management,2019-05-29
2162,3859,46.55,Indoor Residual Spraying,2015-11-29
2163,1212,78.42,Larvicide Application,2019-11-02
2164,253,71.66,Larvicide Application,2016-08-29
2165,2741,90.77,Indoor Residual Spraying,2015-10-25
2166,3966,89.68,Larvicide Application,2019-10-22
2167,4228,69.73,Bed Net Distribution,2021-05-17
2168,3767,43.54,Indoor Residual Spraying,2017-05-15
2169,498,67.72,Bed Net Distribution,2020-02-09
2170,3742,54.51,Bed Net Distribution,2016-08-16
2171,3931,58.7,Larvicide Application,2020-12-05
2172,4944,86.39,Larvicide Application,2021-03-19
2173,2481,89.13,Bed Net Distribution,2017-05-11
