Demographic_key,Age_group,Socio_economic_status,Vaccination_rate,Housing_type
1738,Adults (15-64),Middle Income,77.15,Rural
1739,Elderly (65+),Low Income,87.91,Urban
1740,Children (0-14),Low Income,49.05,Semi-urban
1741,Children (0-14),Middle Income,86.44,Urban
1742,Elderly (65+),Low Income,62.81,Urban
1743,Elderly (65+),High Income,64.2,Rural
1744,Children (0-14),High Income,53.41,Rural
1745,Adults (15-64),Low Income,55.3,Semi-urban
1746,Elderly (65+),High Income,80.53,Urban
1747,Children (0-14),Middle Income,55.49,Semi-urban
1748,Adults (15-64),Low Income,45.29,Semi-urban
1749,Elderly (65+),Middle Income,70.32,Semi-urban
1750,Adults (15-64),High Income,56.13,Rural
1751,Elderly (65+),Low Income,68.25,Urban
1752,Children (0-14),Middle Income,89.03,Rural
1753,Children (0-14),Middle Income,61.79,Semi-urban
1754,Elderly (65+),Middle Income,63.83,Rural
1755,Elderly (65+),High Income,91.39,Rural
1756,Children (0-14),Low Income,44.09,Rural
1757,Children (0-14),Low Income,56.37,Semi-urban
1758,Elderly (65+),High Income,74.84,Urban
1759,Elderly (65+),High Income,87.4,Urban
1760,Children (0-14),Middle Income,92.85,Urban
1761,Children (0-14),Middle Income,71.28,Rural
1762,Children (0-14),Low Income,71.34,Semi-urban
1763,Elderly (65+),High Income,76.31,Rural
1764,Children (0-14),Low Income,64.07,Semi-urban
1765,Children (0-14),High Income,62.71,Urban
1766,Elderly (65+),High Income,93.81,Rural
1767,Elderly (65+),Middle Income,70.42,Semi-urban
1768,Elderly (65+),Low Income,81.33,Rural
1769,Elderly (65+),High Income,85.98,Semi-urban
1770,Adults (15-64),Middle Income,91.6,Urban
1771,Adults (15-64),High Income,53.72,Rural
1772,Children (0-14),Middle Income,87.29,Semi-urban
1773,Elderly (65+),Low Income,60.57,Urban
1774,Elderly (65+),Middle Income,45.27,Semi-urban
1775,Elderly (65+),High Income,46.3,Urban
1776,Adults (15-64),Middle Income,49.32,Semi-urban
1777,Children (0-14),Middle Income,66.99,Rural
1778,Children (0-14),Low Income,75.01,Urban
1779,Children (0-14),High Income,92.88,Semi-urban
1780,Children (0-14),Low Income,41.22,Semi-urban
1781,Children (0-14),Low Income,82.25,Semi-urban
1782,Adults (15-64),High Income,90.51,Urban
1783,Children (0-14),Low Income,78.89,Rural
1784,Elderly (65+),High Income,77.73,Urban
1785,Adults (15-64),Middle Income,41.63,Urban
1786,Adults (15-64),Low Income,46.65,Urban
1787,Adults (15-64),Low Income,92.81,Urban
1788,Adults (15-64),High Income,76.14,Rural
1789,Elderly (65+),Middle Income,60.34,Urban
1790,Children (0-14),Middle Income,49.03,Semi-urban
1791,Children (0-14),Low Income,48.05,Semi-urban
1792,Children (0-14),High Income,91.96,Urban
1793,Children (0-14),Middle Income,73.95,Urban
1794,Adults (15-64),Low Income,87.24,Rural
1795,Elderly (65+),High Income,85.58,Rural
1796,Children (0-14),High Income,44.78,Semi-urban
1797,Adults (15-64),High Income,75.57,Urban
1798,Children (0-14),Low Income,75.08,Rural
1799,Elderly (65+),High Income,89.01,Semi-urban
1800,Children (0-14),High Income,60.55,Rural
1801,Elderly (65+),Middle Income,57.7,Semi-urban
1802,Children (0-14),Low Income,48.58,Urban
1803,Adults (15-64),Middle Income,66.88,Rural
1804,Adults (15-64),Middle Income,72.05,Semi-urban
1805,Children (0-14),High Income,82.86,Semi-urban
1806,Children (0-14),Low Income,88.75,Rural
1807,Adults (15-64),Low Income,67.41,Urban
1808,Elderly (65+),Middle Income,40.62,Rural
1809,Children (0-14),Low Income,80.64,Rural
1810,Adults (15-64),Middle Income,47.62,Rural
1811,Children (0-14),Low Income,88.17,Urban
1812,Children (0-14),High Income,81.02,Semi-urban
1813,Adults (15-64),Low Income,86.03,Semi-urban
1814,Children (0-14),Middle Income,74.78,Semi-urban
1815,Elderly (65+),Low Income,69.22,Urban
1816,Children (0-14),High Income,60.98,Rural
1817,Adults (15-64),Middle Income,72.79,Rural
1818,Adults (15-64),High Income,92.03,Rural
1819,Elderly (65+),High Income,48.99,Semi-urban
1820,Children (0-14),Middle Income,88.3,Urban
1821,Children (0-14),Middle Income,58.76,Semi-urban
1822,Children (0-14),Middle Income,57.83,Rural
1823,Adults (15-64),Low Income,73.97,Urban
1824,Children (0-14),Low Income,40.5,Semi-urban
1825,Children (0-14),High Income,79.0,Rural
1826,Elderly (65+),High Income,91.66,Rural
1827,Adults (15-64),Low Income,52.97,Urban
1828,Adults (15-64),Low Income,79.86,Urban
1829,Elderly (65+),Middle Income,79.71,Semi-urban
1830,Elderly (65+),Middle Income,80.65,Semi-urban
1831,Adults (15-64),High Income,87.65,Urban
1832,Adults (15-64),Low Income,70.64,Semi-urban
1833,Children (0-14),Low Income,73.74,Urban
1834,Elderly (65+),High Income,76.38,Urban
1835,Elderly (65+),Low Income,77.32,Rural
1836,Children (0-14),Middle Income,53.4,Semi-urban
1837,Adults (15-64),High Income,57.77,Semi-urban
1838,Elderly (65+),Middle Income,76.74,Semi-urban
1839,Elderly (65+),Low Income,85.33,Urban
1840,Adults (15-64),Middle Income,53.25,Semi-urban
1841,Adults (15-64),Low Income,93.04,Rural
1842,Elderly (65+),Middle Income,84.71,Urban
1843,Adults (15-64),Middle Income,53.06,Urban
1844,Elderly (65+),Middle Income,64.62,Urban
1845,Adults (15-64),Low Income,66.24,Urban
1846,Adults (15-64),Middle Income,72.55,Rural
1847,Adults (15-64),Middle Income,45.86,Urban
1848,Elderly (65+),High Income,69.15,Semi-urban
1849,Children (0-14),Middle Income,56.75,Semi-urban
1850,Children (0-14),Middle Income,91.67,Urban
1851,Adults (15-64),Low Income,79.79,Rural
1852,Adults (15-64),High Income,82.59,Semi-urban
1853,Adults (15-64),Middle Income,52.96,Semi-urban
1854,Elderly (65+),Middle Income,62.88,Urban
1855,Children (0-14),High Income,56.56,Semi-urban
1856,Adults (15-64),High Income,53.2,Semi-urban
1857,Children (0-14),High Income,68.67,Rural
1858,Children (0-14),Middle Income,86.13,Semi-urban
1859,Elderly (65+),High Income,88.83,Semi-urban
1860,Adults (15-64),Middle Income,43.43,Semi-urban
1861,Adults (15-64),Middle Income,57.34,Semi-urban
1862,Adults (15-64),Middle Income,76.82,Rural
1863,Children (0-14),Middle Income,60.07,Semi-urban
1864,Elderly (65+),Low Income,56.83,Semi-urban
1865,Children (0-14),Low Income,78.24,Urban
1866,Elderly (65+),Middle Income,40.46,Urban
1867,Elderly (65+),High Income,49.33,Semi-urban
1868,Elderly (65+),High Income,45.69,Urban
1869,Elderly (65+),High Income,47.6,Semi-urban
1870,Adults (15-64),Middle Income,73.24,Urban
1871,Elderly (65+),Middle Income,87.95,Rural
1872,Elderly (65+),Low Income,87.39,Urban
1873,Elderly (65+),High Income,87.14,Semi-urban
1874,Children (0-14),High Income,61.35,Urban
1875,Adults (15-64),High Income,55.12,Rural
1876,Elderly (65+),High Income,74.16,Urban
1877,Adults (15-64),Middle Income,44.36,Urban
1878,Elderly (65+),Low Income,48.18,Semi-urban
1879,Children (0-14),Low Income,87.99,Rural
1880,Elderly (65+),High Income,63.9,Semi-urban
1881,Adults (15-64),Low Income,58.21,Semi-urban
1882,Adults (15-64),Middle Income,62.6,Urban
1883,Adults (15-64),Low Income,85.08,Rural
1884,Children (0-14),Low Income,58.51,Semi-urban
1885,Children (0-14),Middle Income,69.06,Semi-urban
1886,Children (0-14),Middle Income,62.65,Rural
1887,Elderly (65+),Low Income,81.0,Rural
1888,Elderly (65+),Middle Income,66.05,Semi-urban
1889,Elderly (65+),Low Income,66.21,Urban
1890,Adults (15-64),Low Income,52.24,Urban
1891,Children (0-14),High Income,53.17,Semi-urban
1892,Adults (15-64),Middle Income,49.36,Urban
1893,Adults (15-64),Low Income,43.88,Urban
1894,Children (0-14),Low Income,92.94,Semi-urban
1895,Children (0-14),High Income,58.69,Urban
1896,Children (0-14),Middle Income,83.11,Rural
1897,Children (0-14),High Income,57.17,Urban
1898,Adults (15-64),Low Income,49.88,Urban
1899,Children (0-14),High Income,83.15,Rural
1900,Children (0-14),Middle Income,60.88,Semi-urban
1901,Elderly (65+),High Income,41.81,Urban
1902,Adults (15-64),High Income,90.4,Urban
1903,Children (0-14),High Income,69.46,Semi-urban
1904,Elderly (65+),Middle Income,60.35,Semi-urban
1905,Elderly (65+),High Income,53.92,Rural
1906,Children (0-14),Low Income,89.33,Urban
1907,Children (0-14),Middle Income,83.33,Rural
1908,Adults (15-64),Middle Income,87.02,Urban
1909,Children (0-14),High Income,90.48,Urban
1910,Adults (15-64),Low Income,57.78,Semi-urban
1911,Elderly (65+),Low Income,44.24,Semi-urban
1912,Elderly (65+),High Income,91.36,Urban
1913,Children (0-14),High Income,41.75,Rural
1914,Adults (15-64),Low Income,51.84,Rural
1915,Adults (15-64),Middle Income,72.89,Urban
1916,Children (0-14),Middle Income,86.37,Rural
1917,Elderly (65+),Middle Income,80.78,Semi-urban
1918,Children (0-14),Low Income,90.05,Rural
1919,Elderly (65+),Middle Income,81.04,Urban
1920,Adults (15-64),High Income,56.15,Rural
1921,Children (0-14),Low Income,69.11,Rural
1922,Adults (15-64),High Income,87.42,Rural
1923,Adults (15-64),High Income,72.06,Rural
1924,Elderly (65+),Middle Income,90.37,Rural
1925,Children (0-14),Middle Income,94.09,Rural
1926,Elderly (65+),Middle Income,73.0,Rural
1927,Adults (15-64),Low Income,76.44,Rural
1928,Elderly (65+),High Income,48.51,Rural
1929,Elderly (65+),High Income,85.12,Rural
1930,Adults (15-64),Low Income,82.07,Semi-urban
1931,Elderly (65+),Middle Income,44.76,Semi-urban
1932,Children (0-14),Middle Income,83.15,Rural
1933,Children (0-14),Low Income,89.42,Semi-urban
1934,Adults (15-64),Middle Income,79.79,Urban
1935,Elderly (65+),High Income,48.14,Rural
1936,Children (0-14),Low Income,61.42,Rural
1937,Elderly (65+),Middle Income,62.89,Semi-urban
1938,Children (0-14),Middle Income,51.72,Urban
1939,Adults (15-64),Middle Income,63.2,Rural
1940,Elderly (65+),Middle Income,46.57,Rural
1941,Adults (15-64),High Income,42.25,Rural
1942,Children (0-14),Middle Income,60.11,Urban
1943,Adults (15-64),Middle Income,84.74,Semi-urban
1944,Adults (15-64),Low Income,78.28,Semi-urban
1945,Children (0-14),Middle Income,78.94,Urban
1946,Adults (15-64),Middle Income,46.41,Urban
1947,Children (0-14),Low Income,41.89,Urban
1948,Adults (15-64),Low Income,92.73,Urban
1949,Elderly (65+),Middle Income,45.24,Semi-urban
1950,Adults (15-64),Middle Income,46.58,Urban
1951,Elderly (65+),Middle Income,86.33,Semi-urban
1952,Elderly (65+),High Income,60.38,Semi-urban
1953,Elderly (65+),Middle Income,64.95,Semi-urban
1954,Elderly (65+),Middle Income,57.83,Urban
1955,Children (0-14),High Income,46.11,Urban
1956,Elderly (65+),Low Income,52.1,Urban
1957,Children (0-14),Low Income,47.03,Urban
1958,Adults (15-64),Middle Income,51.72,Urban
1959,Adults (15-64),Low Income,83.83,Semi-urban
1960,Adults (15-64),Low Income,90.11,Urban
1961,Adults (15-64),Middle Income,70.55,Rural
1962,Elderly (65+),Middle Income,40.46,Semi-urban
1963,Elderly (65+),Middle Income,70.02,Rural
1964,Elderly (65+),High Income,88.86,Semi-urban
1965,Adults (15-64),Middle Income,59.9,Semi-urban
1966,Adults (15-64),Middle Income,73.78,Rural
1967,Children (0-14),High Income,86.04,Semi-urban
1968,Adults (15-64),High Income,78.12,Urban
1969,Elderly (65+),Low Income,79.4,Urban
1970,Elderly (65+),Middle Income,85.52,Semi-urban
1971,Children (0-14),High Income,56.34,Semi-urban
1972,Children (0-14),Low Income,75.66,Semi-urban
1973,Elderly (65+),High Income,74.74,Urban
1974,Elderly (65+),Middle Income,86.94,Urban
1975,Adults (15-64),High Income,60.31,Urban
1976,Children (0-14),Middle Income,88.78,Urban
1977,Elderly (65+),High Income,80.73,Urban
1978,Elderly (65+),High Income,70.88,Urban
1979,Adults (15-64),Low Income,71.33,Rural
1980,Elderly (65+),Middle Income,56.4,Urban
1981,Elderly (65+),High Income,75.1,Rural
1982,Children (0-14),High Income,92.44,Rural
1983,Adults (15-64),Middle Income,89.46,Semi-urban
1984,Children (0-14),High Income,78.63,Urban
1985,Children (0-14),High Income,53.68,Urban
1986,Adults (15-64),High Income,58.76,Urban
1987,Elderly (65+),High Income,92.81,Rural
1988,Adults (15-64),Middle Income,58.26,Semi-urban
1989,Elderly (65+),Middle Income,90.2,Semi-urban
1990,Children (0-14),High Income,62.29,Urban
1991,Children (0-14),Low Income,61.06,Rural
1992,Elderly (65+),High Income,87.74,Urban
1993,Elderly (65+),Middle Income,77.25,Rural
1994,Adults (15-64),Middle Income,84.39,Semi-urban
1995,Elderly (65+),Low Income,70.11,Semi-urban
1996,Adults (15-64),Middle Income,55.28,Semi-urban
1997,Adults (15-64),Low Income,65.5,Semi-urban
1998,Children (0-14),Low Income,55.86,Semi-urban
1999,Elderly (65+),Low Income,80.42,Semi-urban
2000,Adults (15-64),Low Income,93.37,Urban
2001,Elderly (65+),Low Income,89.66,Urban
2002,Elderly (65+),Low Income,90.77,Urban
2003,Adults (15-64),Low Income,47.56,Urban
2004,Adults (15-64),Low Income,83.51,Rural
2005,Adults (15-64),High Income,50.84,Rural
2006,Elderly (65+),Low Income,52.1,Semi-urban
2007,Elderly (65+),Low Income,73.99,Semi-urban
2008,Adults (15-64),Middle Income,68.36,Rural
2009,Adults (15-64),Low Income,84.31,Semi-urban
2010,Adults (15-64),Low Income,92.85,Urban
2011,Adults (15-64),High Income,87.12,Rural
2012,Adults (15-64),Middle Income,51.69,Semi-urban
2013,Adults (15-64),Low Income,40.69,Rural
2014,Adults (15-64),Low Income,61.82,Urban
2015,Adults (15-64),High Income,60.55,Rural
2016,Elderly (65+),Middle Income,41.14,Semi-urban
2017,Children (0-14),Low Income,45.51,Rural
2018,Children (0-14),Middle Income,81.52,Urban
2019,Adults (15-64),High Income,46.48,Urban
2020,Children (0-14),Middle Income,92.26,Semi-urban
2021,Elderly (65+),High Income,66.43,Semi-urban
2022,Elderly (65+),Low Income,51.25,Semi-urban
2023,Elderly (65+),High Income,68.17,Urban
2024,Adults (15-64),Middle Income,73.65,Urban
2025,Children (0-14),Low Income,53.64,Urban
2026,Elderly (65+),Low Income,64.23,Rural
2027,Children (0-14),Middle Income,68.85,Semi-urban
2028,Children (0-14),High Income,80.34,Urban
2029,Adults (15-64),Middle Income,69.11,Urban
2030,Children (0-14),Middle Income,41.33,Rural
2031,Adults (15-64),Low Income,86.94,Rural
2032,Children (0-14),Low Income,61.86,Semi-urban
2033,Children (0-14),Middle Income,62.63,Semi-urban
2034,Children (0-14),Low Income,56.47,Rural
2035,Children (0-14),High Income,67.04,Urban
2036,Elderly (65+),High Income,49.23,Rural
2037,Elderly (65+),Low Income,42.2,Semi-urban
2038,Children (0-14),High Income,71.37,Urban
2039,Adults (15-64),Middle Income,52.94,Urban
2040,Children (0-14),Low Income,84.12,Urban
2041,Adults (15-64),High Income,86.57,Urban
2042,Children (0-14),Low Income,51.2,Semi-urban
2043,Children (0-14),Low Income,70.65,Rural
2044,Adults (15-64),High Income,68.21,Semi-urban
2045,Elderly (65+),Low Income,61.09,Semi-urban
2046,Elderly (65+),High Income,81.85,Rural
2047,Elderly (65+),High Income,62.15,Urban
2048,Children (0-14),Low Income,40.74,Urban
2049,Elderly (65+),Low Income,69.28,Urban
2050,Elderly (65+),Low Income,56.74,Semi-urban
2051,Elderly (65+),Middle Income,88.03,Urban
2052,Children (0-14),High Income,45.46,Semi-urban
2053,Children (0-14),High Income,47.23,Urban
2054,Elderly (65+),High Income,84.41,Semi-urban
2055,Children (0-14),High Income,86.56,Semi-urban
2056,Elderly (65+),Low Income,85.07,Urban
2057,Adults (15-64),Low Income,88.95,Urban
2058,Adults (15-64),Middle Income,42.51,Urban
2059,Adults (15-64),Low Income,81.24,Semi-urban
2060,Children (0-14),Low Income,44.61,Semi-urban
2061,Adults (15-64),Low Income,49.01,Semi-urban
2062,Children (0-14),Middle Income,58.72,Urban
2063,Adults (15-64),Middle Income,48.06,Rural
2064,Children (0-14),Middle Income,73.69,Urban
2065,Adults (15-64),Low Income,42.67,Urban
2066,Adults (15-64),High Income,55.87,Rural
2067,Children (0-14),Low Income,79.41,Rural
2068,Elderly (65+),Low Income,52.19,Rural
2069,Elderly (65+),Low Income,67.57,Semi-urban
2070,Adults (15-64),High Income,52.58,Rural
2071,Adults (15-64),High Income,85.74,Urban
2072,Elderly (65+),Low Income,82.69,Urban
2073,Children (0-14),Low Income,41.29,Urban
2074,Adults (15-64),High Income,50.88,Urban
2075,Children (0-14),Low Income,86.25,Rural
2076,Adults (15-64),High Income,67.24,Rural
2077,Elderly (65+),Low Income,71.73,Rural
2078,Adults (15-64),Middle Income,55.39,Semi-urban
2079,Elderly (65+),Low Income,58.5,Rural
2080,Elderly (65+),High Income,93.21,Rural
2081,Children (0-14),Middle Income,73.23,Urban
2082,Adults (15-64),Middle Income,74.54,Semi-urban
2083,Adults (15-64),High Income,40.26,Semi-urban
2084,Children (0-14),High Income,57.99,Rural
2085,Adults (15-64),Middle Income,71.11,Semi-urban
2086,Elderly (65+),Low Income,51.03,Urban
2087,Children (0-14),High Income,79.95,Urban
2088,Children (0-14),Low Income,72.59,Rural
2089,Children (0-14),Low Income,84.71,Rural
2090,Elderly (65+),Low Income,52.07,Rural
2091,Elderly (65+),Middle Income,58.94,Urban
2092,Elderly (65+),Middle Income,64.12,Semi-urban
2093,Adults (15-64),Low Income,85.52,Semi-urban
2094,Elderly (65+),High Income,88.6,Semi-urban
2095,Children (0-14),Middle Income,82.61,Rural
2096,Children (0-14),Middle Income,55.59,Rural
2097,Children (0-14),High Income,77.97,Rural
2098,Adults (15-64),High Income,45.06,Semi-urban
2099,Children (0-14),Low Income,87.06,Rural
2100,Children (0-14),Middle Income,81.07,Urban
2101,Children (0-14),High Income,76.11,Rural
2102,Children (0-14),Middle Income,78.54,Rural
2103,Adults (15-64),High Income,85.95,Rural
2104,Children (0-14),Low Income,49.67,Rural
2105,Adults (15-64),High Income,46.39,Urban
2106,Children (0-14),Middle Income,69.18,Semi-urban
2107,Elderly (65+),Low Income,68.22,Semi-urban
2108,Adults (15-64),High Income,84.09,Rural
2109,Children (0-14),High Income,46.5,Rural
2110,Elderly (65+),High Income,74.98,Semi-urban
2111,Adults (15-64),Low Income,49.99,Semi-urban
2112,Adults (15-64),High Income,53.77,Rural
2113,Children (0-14),Low Income,78.13,Rural
2114,Children (0-14),Middle Income,81.71,Rural
2115,Elderly (65+),Low Income,93.74,Semi-urban
2116,Elderly (65+),Middle Income,87.9,Urban
2117,Elderly (65+),Low Income,65.39,Semi-urban
2118,Adults (15-64),Low Income,82.08,Urban
2119,Adults (15-64),Low Income,77.11,Semi-urban
2120,Children (0-14),Low Income,60.49,Rural
2121,Children (0-14),Low Income,94.87,Rural
2122,Elderly (65+),Middle Income,42.13,Urban
2123,Adults (15-64),Low Income,65.73,Semi-urban
2124,Children (0-14),Low Income,56.06,Rural
2125,Elderly (65+),Low Income,44.07,Urban
2126,Elderly (65+),Low Income,64.07,Rural
2127,Elderly (65+),Middle Income,57.4,Semi-urban
2128,Children (0-14),Middle Income,65.0,Urban
2129,Children (0-14),Low Income,45.2,Rural
2130,Children (0-14),High Income,46.81,Semi-urban
2131,Children (0-14),Low Income,45.36,Rural
2132,Children (0-14),Middle Income,44.76,Rural
2133,Children (0-14),Low Income,43.86,Semi-urban
2134,Elderly (65+),High Income,83.81,Urban
2135,Elderly (65+),High Income,83.82,Urban
2136,Elderly (65+),Middle Income,70.94,Semi-urban
2137,Children (0-14),High Income,78.95,Semi-urban
2138,Elderly (65+),Middle Income,80.35,Semi-urban
2139,Elderly (65+),Middle Income,62.77,Semi-urban
2140,Elderly (65+),Middle Income,53.24,Semi-urban
2141,Elderly (65+),Middle Income,71.63,Rural
2142,Adults (15-64),Low Income,82.29,Urban
2143,Adults (15-64),Low Income,53.55,Rural
2144,Children (0-14),High Income,87.31,Semi-urban
2145,Children (0-14),Low Income,66.05,Rural
2146,Children (0-14),Low Income,65.26,Urban
2147,Adults (15-64),Low Income,72.68,Urban
2148,Children (0-14),Middle Income,42.41,Rural
2149,Adults (15-64),Low Income,58.41,Rural
2150,Children (0-14),High Income,58.08,Semi-urban
2151,Elderly (65+),Low Income,77.76,Semi-urban
2152,Children (0-14),Middle Income,78.05,Semi-urban
2153,Elderly (65+),Middle Income,41.53,Semi-urban
2154,Elderly (65+),High Income,56.03,Rural
2155,Children (0-14),Low Income,55.88,Semi-urban
2156,Adults (15-64),Low Income,92.64,Semi-urban
2157,Children (0-14),High Income,46.55,Urban
2158,Elderly (65+),High Income,83.38,Urban
2159,Children (0-14),Low Income,87.84,Semi-urban
2160,Elderly (65+),Low Income,50.33,Rural
2161,Elderly (65+),Middle Income,65.11,Rural
2162,Elderly (65+),Middle Income,43.94,Rural
2163,Children (0-14),High Income,50.15,Rural
2164,Adults (15-64),High Income,65.39,Semi-urban
2165,Children (0-14),Low Income,43.86,Semi-urban
2166,Elderly (65+),Low Income,84.9,Urban
2167,Elderly (65+),Middle Income,46.51,Rural
2168,Elderly (65+),Middle Income,73.83,Rural
2169,Elderly (65+),High Income,67.92,Semi-urban
2170,Adults (15-64),Middle Income,76.45,Rural
2171,Children (0-14),Middle Income,92.73,Semi-urban
2172,Adults (15-64),Middle Income,87.99,Rural
2173,Adults (15-64),High Income,56.58,Urban
2174,Children (0-14),Middle Income,66.58,Urban
2175,Adults (15-64),High Income,71.68,Rural
2176,Elderly (65+),High Income,79.91,Semi-urban
2177,Children (0-14),High Income,42.48,Semi-urban
2178,Children (0-14),Middle Income,59.45,Urban
2179,Elderly (65+),Middle Income,47.5,Rural
2180,Children (0-14),High Income,45.65,Rural
2181,Children (0-14),Middle Income,47.21,Rural
2182,Children (0-14),Low Income,93.99,Semi-urban
2183,Adults (15-64),Middle Income,64.31,Rural
2184,Adults (15-64),Low Income,61.43,Urban
2185,Children (0-14),Low Income,91.2,Rural
2186,Elderly (65+),Middle Income,40.79,Semi-urban
2187,Adults (15-64),High Income,86.24,Urban
2188,Elderly (65+),High Income,70.27,Rural
2189,Elderly (65+),Middle Income,67.02,Semi-urban
2190,Children (0-14),High Income,51.26,Urban
2191,Adults (15-64),Middle Income,73.08,Rural
2192,Elderly (65+),High Income,45.9,Rural
2193,Elderly (65+),Low Income,88.19,Urban
2194,Adults (15-64),Middle Income,74.13,Semi-urban
2195,Elderly (65+),Middle Income,63.65,Urban
2196,Adults (15-64),Low Income,49.0,Rural
2197,Adults (15-64),Low Income,74.05,Urban
2198,Elderly (65+),High Income,61.85,Semi-urban
2199,Children (0-14),High Income,48.86,Semi-urban
2200,Elderly (65+),Low Income,74.32,Rural
2201,Children (0-14),Middle Income,49.19,Semi-urban
2202,Children (0-14),Middle Income,90.32,Semi-urban
2203,Children (0-14),Low Income,56.09,Rural
2204,Children (0-14),Middle Income,68.66,Urban
2205,Elderly (65+),Low Income,90.88,Semi-urban
2206,Adults (15-64),Middle Income,48.45,Urban
2207,Children (0-14),Low Income,64.73,Rural
2208,Elderly (65+),High Income,56.28,Semi-urban
2209,Elderly (65+),High Income,58.55,Rural
2210,Elderly (65+),Low Income,75.76,Rural
2211,Elderly (65+),Middle Income,75.85,Urban
2212,Elderly (65+),Low Income,60.44,Rural
2213,Adults (15-64),Middle Income,69.94,Urban
2214,Elderly (65+),High Income,81.2,Urban
2215,Adults (15-64),Middle Income,59.17,Rural
2216,Children (0-14),High Income,44.2,Semi-urban
2217,Children (0-14),Low Income,61.34,Semi-urban
2218,Elderly (65+),High Income,41.42,Rural
2219,Elderly (65+),High Income,58.31,Rural
2220,Adults (15-64),High Income,47.98,Rural
2221,Elderly (65+),High Income,57.46,Semi-urban
2222,Elderly (65+),High Income,71.2,Semi-urban
2223,Elderly (65+),Middle Income,50.5,Semi-urban
2224,Elderly (65+),Low Income,80.44,Rural
2225,Adults (15-64),Low Income,82.59,Rural
2226,Children (0-14),Middle Income,66.69,Semi-urban
2227,Elderly (65+),Low Income,46.69,Semi-urban
2228,Elderly (65+),Low Income,89.48,Urban
2229,Elderly (65+),Middle Income,83.81,Rural
2230,Children (0-14),Middle Income,51.59,Rural
2231,Children (0-14),High Income,42.75,Urban
2232,Children (0-14),High Income,60.41,Urban
2233,Adults (15-64),Middle Income,49.75,Rural
2234,Adults (15-64),Middle Income,64.89,Semi-urban
2235,Children (0-14),Middle Income,89.71,Rural
2236,Adults (15-64),Low Income,81.71,Urban
2237,Adults (15-64),Middle Income,49.0,Urban
2238,Adults (15-64),Middle Income,73.16,Urban
2239,Elderly (65+),Middle Income,49.41,Semi-urban
2240,Elderly (65+),Middle Income,81.01,Urban
2241,Children (0-14),Middle Income,66.17,Semi-urban
2242,Elderly (65+),High Income,75.01,Rural
2243,Adults (15-64),Middle Income,85.7,Semi-urban
2244,Elderly (65+),High Income,49.88,Semi-urban
2245,Children (0-14),Middle Income,80.56,Semi-urban
2246,Children (0-14),High Income,59.92,Semi-urban
2247,Children (0-14),Middle Income,90.25,Semi-urban
2248,Children (0-14),Middle Income,44.81,Urban
2249,Elderly (65+),High Income,90.42,Urban
2250,Elderly (65+),High Income,90.98,Semi-urban
2251,Children (0-14),High Income,70.99,Urban
2252,Adults (15-64),Middle Income,84.7,Semi-urban
2253,Adults (15-64),Low Income,68.58,Urban
2254,Children (0-14),High Income,73.7,Semi-urban
2255,Elderly (65+),Middle Income,46.75,Urban
2256,Children (0-14),High Income,47.96,Rural
2257,Adults (15-64),Low Income,45.61,Rural
2258,Elderly (65+),Middle Income,55.99,Semi-urban
2259,Adults (15-64),High Income,56.95,Semi-urban
2260,Adults (15-64),Middle Income,83.12,Rural
2261,Children (0-14),High Income,77.26,Semi-urban
2262,Elderly (65+),High Income,90.67,Rural
2263,Children (0-14),Low Income,74.8,Semi-urban
2264,Elderly (65+),High Income,93.81,Urban
2265,Adults (15-64),High Income,66.64,Semi-urban
2266,Elderly (65+),Low Income,89.85,Rural
2267,Children (0-14),Low Income,64.86,Rural
2268,Elderly (65+),Middle Income,41.66,Semi-urban
2269,Children (0-14),High Income,82.29,Rural
2270,Adults (15-64),Middle Income,49.71,Rural
2271,Children (0-14),High Income,87.41,Semi-urban
2272,Elderly (65+),High Income,51.76,Semi-urban
2273,Children (0-14),High Income,87.82,Semi-urban
2274,Adults (15-64),Low Income,60.78,Rural
2275,Adults (15-64),High Income,43.09,Semi-urban
2276,Elderly (65+),Low Income,45.74,Semi-urban
2277,Adults (15-64),High Income,44.61,Rural
2278,Elderly (65+),Low Income,46.59,Rural
2279,Elderly (65+),Middle Income,71.7,Rural
2280,Elderly (65+),Middle Income,52.44,Urban
2281,Elderly (65+),Middle Income,51.87,Urban
2282,Children (0-14),High Income,73.77,Rural
2283,Elderly (65+),Middle Income,85.2,Semi-urban
2284,Adults (15-64),Middle Income,61.82,Rural
2285,Adults (15-64),Low Income,47.29,Semi-urban
2286,Adults (15-64),High Income,76.98,Semi-urban
2287,Adults (15-64),Middle Income,65.35,Semi-urban
2288,Elderly (65+),Low Income,40.48,Urban
2289,Adults (15-64),High Income,86.79,Urban
2290,Adults (15-64),Low Income,87.91,Semi-urban
2291,Adults (15-64),High Income,75.62,Urban
2292,Children (0-14),Low Income,46.59,Rural
2293,Adults (15-64),Low Income,75.33,Semi-urban
2294,Adults (15-64),Low Income,59.75,Rural
2295,Elderly (65+),High Income,45.63,Rural
2296,Adults (15-64),Middle Income,88.37,Urban
2297,Children (0-14),Low Income,90.14,Semi-urban
2298,Children (0-14),High Income,72.69,Semi-urban
2299,Adults (15-64),Low Income,55.15,Urban
2300,Adults (15-64),Low Income,87.65,Urban
