Healthcare_key,Facility_name,Bed_capacity,Medical_staff,Antimalarial_stock,Has_lab_facilities,Distance_to_communities
1822,Health Center 1822,68,15,398,True,7.61
1823,Health Center 1823,31,43,779,False,25.58
1824,Community Clinic 1824,37,5,552,True,2.01
1825,Health Center 1825,59,46,172,True,20.51
1826,Community Clinic 1826,128,19,885,False,23.84
1827,Health Center 1827,96,39,122,False,12.08
1828,Health Center 1828,132,38,498,True,22.37
1829,District Hospital 1829,59,27,187,True,1.45
1830,Health Center 1830,160,25,388,True,3.32
1831,District Hospital 1831,180,42,424,False,8.09
1832,Health Center 1832,15,48,892,False,27.62
1833,Health Center 1833,49,7,999,True,3.24
1834,Community Clinic 1834,59,8,555,False,10.1
1835,Community Clinic 1835,22,46,540,False,1.33
1836,District Hospital 1836,177,23,872,False,2.22
1837,District Hospital 1837,192,50,518,True,11.86
1838,Health Center 1838,90,38,560,False,8.47
1839,District Hospital 1839,172,42,761,False,0.58
1840,Health Center 1840,187,8,292,False,3.85
1841,Health Center 1841,85,25,766,False,7.89
1842,Community Clinic 1842,175,31,298,True,2.46
1843,Health Center 1843,167,50,434,False,28.86
1844,District Hospital 1844,197,23,858,False,28.12
1845,Health Center 1845,144,21,435,False,13.53
1846,Health Center 1846,126,9,502,True,7.96
1847,Community Clinic 1847,111,43,851,True,27.48
1848,Community Clinic 1848,105,46,808,True,3.76
1849,District Hospital 1849,173,12,811,False,2.59
1850,District Hospital 1850,59,43,556,True,3.29
1851,District Hospital 1851,181,21,416,False,28.42
1852,District Hospital 1852,177,22,249,False,27.69
1853,Community Clinic 1853,73,12,469,False,12.02
1854,Community Clinic 1854,135,38,204,True,22.98
1855,Health Center 1855,36,43,380,False,17.96
1856,District Hospital 1856,196,44,212,False,26.36
1857,District Hospital 1857,67,15,708,True,16.23
1858,District Hospital 1858,148,14,816,False,19.86
1859,Health Center 1859,132,35,544,True,24.32
1860,District Hospital 1860,131,9,159,True,17.11
1861,Health Center 1861,132,46,187,False,14.08
1862,District Hospital 1862,27,46,745,False,20.5
1863,Community Clinic 1863,148,40,834,True,17.13
1864,Health Center 1864,102,37,334,False,14.66
1865,District Hospital 1865,86,23,158,True,26.01
1866,Health Center 1866,152,26,732,False,21.35
1867,Community Clinic 1867,92,28,253,True,22.61
1868,Community Clinic 1868,116,33,912,False,2.13
1869,District Hospital 1869,157,20,110,True,18.04
1870,Community Clinic 1870,95,47,840,False,17.67
1871,Health Center 1871,172,42,629,False,5.62
1872,Community Clinic 1872,58,46,408,False,15.08
1873,Health Center 1873,49,6,124,False,19.16
1874,District Hospital 1874,56,31,806,True,11.54
1875,Health Center 1875,200,48,274,False,24.12
1876,Community Clinic 1876,73,35,610,False,8.66
1877,Community Clinic 1877,13,23,596,False,16.16
1878,Health Center 1878,166,27,370,True,20.26
1879,Community Clinic 1879,195,39,391,True,16.18
1880,Community Clinic 1880,53,9,189,True,8.39
1881,District Hospital 1881,100,13,198,False,7.13
1882,Community Clinic 1882,157,33,965,False,25.9
1883,Community Clinic 1883,124,36,475,False,5.98
1884,District Hospital 1884,193,8,898,False,21.75
1885,Health Center 1885,164,8,394,False,6.37
1886,District Hospital 1886,196,22,228,True,12.88
1887,Community Clinic 1887,79,19,127,False,26.69
1888,District Hospital 1888,24,39,896,False,14.23
1889,District Hospital 1889,34,25,596,True,26.54
1890,District Hospital 1890,127,19,949,False,5.72
1891,Community Clinic 1891,34,21,824,False,24.87
1892,District Hospital 1892,188,11,503,True,9.1
1893,Health Center 1893,16,18,589,False,17.11
1894,Health Center 1894,175,12,914,False,14.02
1895,District Hospital 1895,171,27,153,False,27.83
1896,Community Clinic 1896,183,32,185,True,15.27
1897,District Hospital 1897,120,25,308,True,3.43
1898,District Hospital 1898,105,38,472,True,23.61
1899,District Hospital 1899,80,26,397,False,22.31
1900,Health Center 1900,138,35,961,False,1.46
1901,District Hospital 1901,97,29,859,True,8.07
1902,District Hospital 1902,81,11,859,True,0.89
1903,District Hospital 1903,89,34,838,True,21.75
1904,District Hospital 1904,116,8,391,False,21.06
1905,District Hospital 1905,149,35,466,True,5.55
1906,District Hospital 1906,104,12,551,False,12.96
1907,Health Center 1907,152,9,940,False,9.9
1908,Community Clinic 1908,55,5,271,False,2.45
1909,Health Center 1909,123,15,382,False,24.35
1910,Health Center 1910,75,40,849,True,10.69
1911,Health Center 1911,62,50,378,True,25.88
1912,District Hospital 1912,189,5,485,False,23.51
1913,District Hospital 1913,143,11,253,False,25.27
1914,Community Clinic 1914,21,36,160,True,20.38
1915,Community Clinic 1915,150,26,901,False,13.3
1916,Health Center 1916,98,8,109,False,16.43
1917,Health Center 1917,196,45,720,False,23.91
1918,Community Clinic 1918,54,35,445,True,5.71
1919,Health Center 1919,102,49,624,False,27.94
1920,Community Clinic 1920,137,6,591,False,27.98
1921,Health Center 1921,34,47,984,True,7.53
1922,District Hospital 1922,51,39,531,True,27.87
1923,Health Center 1923,188,34,762,False,17.45
1924,Health Center 1924,70,38,169,True,26.72
1925,District Hospital 1925,176,43,988,False,22.45
1926,Health Center 1926,21,14,603,False,21.34
1927,Health Center 1927,26,22,955,True,8.53
1928,Community Clinic 1928,123,9,412,False,14.14
1929,District Hospital 1929,149,13,470,False,27.29
1930,District Hospital 1930,193,11,808,False,27.65
1931,Community Clinic 1931,128,20,457,False,22.01
1932,Health Center 1932,126,28,719,False,8.48
1933,Health Center 1933,197,27,166,True,23.12
1934,Community Clinic 1934,17,8,669,True,7.8
1935,District Hospital 1935,89,32,477,True,15.76
1936,Health Center 1936,34,15,235,False,8.16
1937,Health Center 1937,21,47,376,True,18.4
1938,Community Clinic 1938,172,32,647,True,14.1
1939,Community Clinic 1939,128,9,693,False,19.72
1940,Community Clinic 1940,28,40,184,True,3.7
1941,Health Center 1941,65,23,655,True,2.03
1942,District Hospital 1942,49,26,319,True,21.76
1943,District Hospital 1943,166,7,376,False,23.0
1944,Health Center 1944,61,38,749,False,3.81
1945,District Hospital 1945,36,30,670,False,23.96
1946,Community Clinic 1946,74,46,931,True,19.63
1947,Community Clinic 1947,181,28,575,False,7.48
1948,Health Center 1948,106,50,852,False,16.59
1949,District Hospital 1949,192,39,656,True,1.58
1950,District Hospital 1950,69,39,586,False,8.69
1951,Community Clinic 1951,41,19,418,True,2.21
1952,Community Clinic 1952,14,38,215,True,0.53
1953,Community Clinic 1953,110,27,461,False,22.59
1954,Health Center 1954,153,28,747,True,27.43
1955,Community Clinic 1955,140,31,102,False,26.92
1956,Health Center 1956,98,33,485,True,29.44
1957,District Hospital 1957,104,29,430,False,23.27
1958,Community Clinic 1958,183,8,455,False,3.45
1959,District Hospital 1959,69,34,254,False,10.06
1960,Health Center 1960,52,30,157,True,24.9
1961,Community Clinic 1961,54,38,459,False,9.06
1962,District Hospital 1962,14,13,925,True,13.56
1963,Health Center 1963,173,18,735,True,25.49
1964,District Hospital 1964,10,33,275,True,8.65
1965,District Hospital 1965,135,9,950,True,16.1
1966,Health Center 1966,87,34,899,True,8.98
1967,Community Clinic 1967,63,25,595,True,4.93
1968,Community Clinic 1968,61,33,334,True,20.49
1969,District Hospital 1969,89,15,328,False,1.89
1970,District Hospital 1970,180,30,158,True,24.55
1971,Community Clinic 1971,171,35,554,False,1.71
1972,District Hospital 1972,113,21,878,True,28.86
1973,Community Clinic 1973,118,28,127,True,15.94
1974,Health Center 1974,113,44,942,True,19.62
1975,District Hospital 1975,155,30,250,False,20.6
1976,Health Center 1976,63,23,730,False,27.92
1977,District Hospital 1977,70,37,442,False,15.07
1978,Community Clinic 1978,94,36,981,False,2.55
1979,Health Center 1979,119,31,201,False,5.83
1980,Community Clinic 1980,69,13,153,True,10.04
1981,Health Center 1981,148,25,725,True,27.48
1982,Community Clinic 1982,192,12,440,True,23.86
1983,Health Center 1983,191,21,764,False,25.48
1984,District Hospital 1984,87,8,188,True,14.71
1985,District Hospital 1985,162,23,870,False,27.5
1986,District Hospital 1986,90,41,975,False,19.84
1987,Health Center 1987,42,47,120,False,24.98
1988,Health Center 1988,195,47,933,False,22.4
1989,Community Clinic 1989,48,13,537,False,27.47
1990,Health Center 1990,32,22,246,False,19.07
1991,District Hospital 1991,97,14,762,True,18.5
1992,Community Clinic 1992,92,38,212,True,2.27
1993,District Hospital 1993,110,45,422,False,22.12
1994,District Hospital 1994,133,22,961,True,21.51
1995,District Hospital 1995,150,10,148,True,20.93
1996,Community Clinic 1996,176,37,569,False,1.73
1997,District Hospital 1997,17,5,614,True,14.29
1998,Community Clinic 1998,35,42,591,False,4.83
1999,Community Clinic 1999,71,39,389,True,3.75
2000,District Hospital 2000,38,23,880,True,27.24
2001,District Hospital 2001,95,46,795,True,25.7
2002,District Hospital 2002,145,31,128,False,13.68
2003,District Hospital 2003,181,23,490,True,20.86
2004,Community Clinic 2004,173,19,343,False,26.14
2005,Community Clinic 2005,89,30,679,False,28.76
2006,Health Center 2006,197,45,515,False,19.25
2007,District Hospital 2007,53,43,397,False,5.68
2008,Community Clinic 2008,190,6,306,True,7.62
2009,District Hospital 2009,100,11,859,False,24.69
2010,District Hospital 2010,67,23,781,False,17.67
2011,Health Center 2011,49,45,588,True,29.5
2012,Community Clinic 2012,138,39,649,False,13.28
2013,District Hospital 2013,38,34,712,False,22.28
2014,District Hospital 2014,31,35,821,True,6.95
2015,District Hospital 2015,128,48,673,True,11.57
2016,Community Clinic 2016,48,16,950,True,20.61
2017,Community Clinic 2017,73,33,732,True,1.19
2018,Community Clinic 2018,133,6,903,True,16.21
2019,Health Center 2019,39,39,138,False,17.54
2020,District Hospital 2020,104,50,296,True,23.83
2021,District Hospital 2021,113,44,390,False,27.64
2022,Community Clinic 2022,66,21,911,False,4.06
2023,Community Clinic 2023,116,31,847,False,2.57
2024,Community Clinic 2024,50,14,582,True,24.04
2025,Health Center 2025,109,46,931,True,10.42
2026,District Hospital 2026,165,26,594,False,26.57
2027,Community Clinic 2027,12,31,694,False,28.29
2028,Community Clinic 2028,180,11,279,False,15.83
2029,District Hospital 2029,122,20,174,True,27.21
2030,Health Center 2030,55,10,773,True,17.71
2031,District Hospital 2031,114,17,666,False,13.95
2032,Community Clinic 2032,106,7,169,False,21.47
2033,Health Center 2033,44,25,577,True,17.0
2034,Community Clinic 2034,172,26,324,True,11.12
2035,District Hospital 2035,168,47,519,False,15.42
2036,Community Clinic 2036,134,26,236,True,23.26
2037,Health Center 2037,86,39,846,True,16.09
2038,District Hospital 2038,75,35,478,False,1.4
2039,District Hospital 2039,45,7,927,False,19.86
2040,Health Center 2040,125,43,934,True,10.7
2041,Community Clinic 2041,17,28,745,False,18.19
2042,Community Clinic 2042,74,42,431,False,16.25
2043,Health Center 2043,70,33,274,True,15.32
2044,District Hospital 2044,73,10,897,False,27.24
2045,District Hospital 2045,200,17,495,True,16.52
2046,Health Center 2046,93,32,549,False,9.53
2047,District Hospital 2047,162,30,857,True,1.45
2048,District Hospital 2048,139,27,844,False,25.03
2049,Community Clinic 2049,48,24,451,False,7.16
2050,Community Clinic 2050,32,6,525,True,2.05
2051,Community Clinic 2051,30,6,769,True,8.55
2052,Health Center 2052,26,19,489,False,22.72
2053,Community Clinic 2053,154,45,747,True,9.36
2054,Health Center 2054,75,34,808,True,9.87
2055,Community Clinic 2055,20,31,397,True,5.51
2056,Community Clinic 2056,152,33,906,True,16.23
2057,District Hospital 2057,169,20,634,True,11.94
2058,Health Center 2058,173,22,645,False,26.39
2059,District Hospital 2059,39,47,985,True,13.62
2060,District Hospital 2060,71,44,205,False,14.16
2061,District Hospital 2061,177,16,672,False,19.66
2062,Health Center 2062,38,34,627,False,11.14
2063,Community Clinic 2063,28,34,396,False,11.52
2064,District Hospital 2064,126,27,465,True,3.37
2065,Community Clinic 2065,194,35,342,True,29.09
2066,District Hospital 2066,108,10,319,False,8.13
2067,Community Clinic 2067,198,39,880,False,23.49
2068,Community Clinic 2068,130,20,437,True,11.66
2069,District Hospital 2069,93,9,943,True,4.48
2070,Community Clinic 2070,154,18,694,False,18.31
2071,Community Clinic 2071,132,9,560,True,21.99
2072,Health Center 2072,191,5,191,False,25.28
2073,Health Center 2073,91,47,258,False,22.96
2074,Community Clinic 2074,191,40,577,False,28.63
2075,Community Clinic 2075,135,11,911,False,19.97
2076,District Hospital 2076,74,24,646,False,12.44
2077,District Hospital 2077,166,49,208,True,28.29
2078,Health Center 2078,152,36,166,True,10.0
2079,Health Center 2079,65,30,336,False,17.02
2080,Community Clinic 2080,81,10,229,True,4.86
2081,Health Center 2081,11,9,627,False,20.79
2082,Health Center 2082,193,35,490,False,8.78
2083,District Hospital 2083,62,5,569,False,18.36
2084,Health Center 2084,150,19,481,True,3.81
2085,District Hospital 2085,74,43,486,False,2.36
2086,District Hospital 2086,82,20,584,True,7.23
2087,District Hospital 2087,33,36,594,True,13.99
2088,Community Clinic 2088,71,17,821,True,13.9
2089,Community Clinic 2089,29,14,1000,False,1.25
2090,Community Clinic 2090,76,19,706,False,7.48
2091,Community Clinic 2091,109,15,709,False,24.98
2092,Health Center 2092,45,10,602,False,10.42
2093,Health Center 2093,115,31,790,False,24.46
2094,District Hospital 2094,118,46,247,False,1.87
2095,Health Center 2095,47,39,171,True,22.96
2096,District Hospital 2096,45,25,823,True,15.12
2097,Health Center 2097,157,41,208,False,2.86
2098,Community Clinic 2098,32,24,395,False,11.15
2099,District Hospital 2099,158,14,588,True,13.35
2100,Community Clinic 2100,106,23,778,True,17.55
2101,Community Clinic 2101,166,13,335,False,18.21
2102,Health Center 2102,101,42,141,False,27.54
2103,Health Center 2103,103,48,992,False,20.94
2104,Health Center 2104,163,25,652,False,4.07
2105,Health Center 2105,95,42,769,False,13.82
2106,District Hospital 2106,75,10,949,True,1.83
2107,District Hospital 2107,163,49,213,False,5.26
2108,Community Clinic 2108,36,48,453,True,13.34
2109,District Hospital 2109,64,28,765,False,11.71
2110,Community Clinic 2110,110,7,661,True,13.24
2111,District Hospital 2111,198,43,533,False,11.9
2112,Community Clinic 2112,196,22,389,False,21.98
2113,Health Center 2113,15,20,516,False,13.05
2114,Health Center 2114,107,16,556,False,7.63
2115,Health Center 2115,89,25,438,False,4.09
2116,Health Center 2116,183,33,672,False,7.58
2117,Health Center 2117,187,31,834,False,9.0
2118,Community Clinic 2118,20,32,179,True,20.96
2119,Health Center 2119,193,35,478,True,3.74
2120,Community Clinic 2120,63,22,954,True,5.98
2121,District Hospital 2121,91,13,837,False,29.13
2122,Health Center 2122,132,22,572,False,12.13
2123,Health Center 2123,21,29,203,False,1.12
2124,Community Clinic 2124,195,5,818,False,20.47
2125,Health Center 2125,32,45,404,False,22.95
2126,Community Clinic 2126,180,11,851,False,20.61
2127,Community Clinic 2127,107,37,411,True,24.19
2128,Health Center 2128,89,17,856,False,12.09
2129,District Hospital 2129,124,25,661,True,6.91
2130,District Hospital 2130,161,37,210,False,9.76
2131,Health Center 2131,136,22,412,True,15.38
2132,Health Center 2132,19,49,200,False,27.83
2133,District Hospital 2133,94,42,323,True,5.78
2134,District Hospital 2134,123,19,499,True,19.53
2135,Health Center 2135,131,38,697,True,7.1
2136,District Hospital 2136,45,15,707,True,6.29
2137,Community Clinic 2137,197,31,408,True,11.93
2138,District Hospital 2138,100,22,605,True,22.93
2139,District Hospital 2139,151,22,248,True,2.58
2140,Health Center 2140,88,23,753,True,22.63
2141,Health Center 2141,113,16,596,True,25.62
2142,District Hospital 2142,39,39,384,False,29.67
2143,District Hospital 2143,26,23,199,True,1.12
2144,District Hospital 2144,161,16,843,False,16.64
2145,District Hospital 2145,111,33,936,False,16.25
2146,Community Clinic 2146,73,43,961,False,15.12
2147,Community Clinic 2147,148,47,251,False,12.22
2148,Health Center 2148,70,32,906,False,20.43
2149,Community Clinic 2149,69,16,197,False,29.69
2150,District Hospital 2150,179,35,703,True,18.68
2151,Community Clinic 2151,73,10,488,True,28.25
2152,District Hospital 2152,129,26,685,False,27.42
2153,District Hospital 2153,58,32,372,False,4.53
2154,District Hospital 2154,31,13,203,False,14.64
2155,Health Center 2155,76,25,955,False,9.72
2156,Health Center 2156,37,42,422,True,8.6
2157,Health Center 2157,171,14,933,True,8.89
2158,District Hospital 2158,57,36,187,True,11.32
2159,Community Clinic 2159,193,9,218,True,3.33
2160,Health Center 2160,20,11,301,False,27.68
2161,Health Center 2161,82,35,119,False,15.24
2162,Community Clinic 2162,144,26,455,False,9.07
2163,District Hospital 2163,198,18,730,False,20.26
2164,District Hospital 2164,73,20,347,True,10.42
2165,District Hospital 2165,105,41,490,True,5.01
2166,District Hospital 2166,93,7,401,False,29.15
2167,Health Center 2167,135,18,595,False,21.71
2168,District Hospital 2168,192,18,339,True,17.67
2169,Health Center 2169,196,16,642,False,26.24
2170,District Hospital 2170,171,33,322,True,8.34
2171,Community Clinic 2171,157,17,458,True,7.79
2172,Health Center 2172,61,22,493,False,11.04
2173,Health Center 2173,29,46,851,False,7.28
2174,Health Center 2174,29,36,609,False,23.81
2175,District Hospital 2175,70,26,847,False,9.42
2176,District Hospital 2176,33,20,663,True,23.26
2177,District Hospital 2177,184,34,544,True,25.91
2178,Health Center 2178,12,40,877,False,18.82
2179,Community Clinic 2179,179,41,972,False,28.19
2180,Health Center 2180,88,47,774,True,8.04
2181,Health Center 2181,172,13,773,True,15.82
2182,Health Center 2182,31,17,274,True,22.98
2183,Health Center 2183,138,45,835,False,18.06
2184,Community Clinic 2184,199,50,687,False,5.65
2185,Health Center 2185,126,5,260,False,0.84
2186,Community Clinic 2186,161,38,303,False,24.07
2187,District Hospital 2187,41,8,769,True,22.4
2188,District Hospital 2188,186,50,550,True,2.98
2189,Health Center 2189,89,49,508,True,0.95
2190,Community Clinic 2190,67,10,208,False,27.96
2191,Community Clinic 2191,186,18,172,True,13.35
2192,Health Center 2192,53,33,323,False,24.14
2193,Health Center 2193,86,20,228,True,9.01
2194,Community Clinic 2194,109,41,791,False,18.53
2195,Community Clinic 2195,58,24,558,False,29.23
2196,Health Center 2196,101,39,696,True,6.62
2197,Community Clinic 2197,134,27,926,True,7.99
2198,District Hospital 2198,105,17,306,True,22.92
2199,District Hospital 2199,148,13,650,False,19.18
2200,Community Clinic 2200,63,33,593,True,4.14
2201,District Hospital 2201,38,25,313,True,1.57
2202,District Hospital 2202,70,38,586,True,2.05
2203,Community Clinic 2203,84,11,392,True,19.9
2204,District Hospital 2204,20,11,281,False,9.08
2205,Community Clinic 2205,159,40,502,True,0.99
2206,Community Clinic 2206,114,30,862,False,0.8
2207,District Hospital 2207,38,27,724,False,26.69
2208,Community Clinic 2208,60,33,495,False,22.27
2209,Community Clinic 2209,131,48,592,False,19.26
2210,Community Clinic 2210,169,34,125,True,20.04
2211,Community Clinic 2211,186,43,411,False,26.06
2212,Community Clinic 2212,38,17,862,True,15.26
2213,Community Clinic 2213,135,6,607,True,5.37
2214,Community Clinic 2214,171,38,655,True,2.96
2215,Health Center 2215,36,8,763,False,9.05
2216,Health Center 2216,125,25,418,True,20.77
2217,Community Clinic 2217,103,48,814,True,15.89
2218,Community Clinic 2218,134,27,763,False,13.27
2219,Community Clinic 2219,170,18,814,True,6.06
2220,Health Center 2220,146,50,977,False,29.51
2221,Health Center 2221,17,13,712,True,15.23
2222,Health Center 2222,40,41,247,False,24.99
2223,Health Center 2223,89,39,665,False,5.11
2224,Community Clinic 2224,126,50,358,True,14.95
2225,District Hospital 2225,64,31,294,False,23.11
2226,Health Center 2226,27,46,926,False,29.25
2227,Community Clinic 2227,196,18,737,True,27.96
2228,Health Center 2228,58,13,832,True,24.48
2229,Community Clinic 2229,103,37,754,False,12.89
2230,Community Clinic 2230,63,39,951,True,12.22
2231,District Hospital 2231,199,49,119,False,14.03
2232,Community Clinic 2232,88,26,932,False,2.71
2233,Community Clinic 2233,159,45,778,True,10.07
2234,Health Center 2234,125,37,556,True,5.29
2235,Community Clinic 2235,16,24,318,False,13.66
2236,Community Clinic 2236,97,29,240,True,20.96
2237,Health Center 2237,127,34,601,False,4.36
2238,Community Clinic 2238,149,32,999,True,25.98
2239,District Hospital 2239,48,46,366,False,18.29
2240,District Hospital 2240,131,20,529,True,16.58
2241,District Hospital 2241,107,12,547,False,12.89
2242,Health Center 2242,19,23,848,True,17.04
2243,Health Center 2243,69,50,922,False,23.85
2244,District Hospital 2244,138,14,563,True,18.83
2245,Health Center 2245,139,40,826,False,9.27
2246,District Hospital 2246,61,41,831,False,1.56
2247,Community Clinic 2247,32,7,338,False,19.14
2248,Community Clinic 2248,93,13,710,False,1.83
2249,Community Clinic 2249,87,34,794,True,9.83
2250,Health Center 2250,50,25,210,False,22.34
2251,Health Center 2251,179,11,268,True,11.15
2252,Community Clinic 2252,25,13,904,False,6.54
2253,Health Center 2253,139,32,495,False,23.6
2254,Community Clinic 2254,152,8,255,False,29.4
2255,Health Center 2255,98,16,523,True,13.17
2256,Community Clinic 2256,41,35,385,False,25.97
2257,Health Center 2257,161,24,394,False,24.92
2258,Community Clinic 2258,169,44,449,False,0.58
2259,Health Center 2259,27,41,435,False,26.6
2260,Community Clinic 2260,184,40,737,False,22.9
2261,District Hospital 2261,10,5,348,True,7.02
2262,District Hospital 2262,83,5,842,False,17.14
2263,Health Center 2263,101,36,852,True,16.94
2264,Health Center 2264,68,38,161,False,7.2
2265,District Hospital 2265,83,41,931,False,18.51
2266,District Hospital 2266,174,12,480,True,11.03
2267,District Hospital 2267,121,29,782,False,24.31
2268,District Hospital 2268,45,45,422,True,25.21
2269,Health Center 2269,95,12,687,True,9.94
2270,Community Clinic 2270,192,7,218,True,12.55
2271,District Hospital 2271,132,15,409,True,27.67
2272,Health Center 2272,164,23,768,True,24.9
2273,Community Clinic 2273,63,23,955,True,4.84
2274,Community Clinic 2274,83,17,932,True,10.4
2275,Community Clinic 2275,67,34,954,False,19.07
2276,Community Clinic 2276,186,9,824,True,10.35
2277,Community Clinic 2277,106,11,384,False,3.54
2278,Community Clinic 2278,81,24,662,False,2.06
2279,Health Center 2279,145,20,424,False,0.55
2280,Community Clinic 2280,163,15,862,True,9.85
2281,Health Center 2281,127,34,917,True,11.01
2282,Health Center 2282,52,18,136,True,28.41
2283,Health Center 2283,142,23,613,False,5.41
2284,Community Clinic 2284,172,29,549,True,3.6
2285,Community Clinic 2285,20,7,150,True,25.55
2286,District Hospital 2286,81,35,839,True,3.96
2287,Health Center 2287,101,24,398,False,16.29
2288,District Hospital 2288,73,48,892,True,9.9
2289,Community Clinic 2289,120,46,402,True,3.35
2290,Community Clinic 2290,34,19,498,False,5.2
2291,Community Clinic 2291,13,34,881,True,17.91
2292,District Hospital 2292,110,9,264,True,22.07
2293,Health Center 2293,181,19,122,False,19.33
2294,District Hospital 2294,106,8,789,True,10.87
2295,Community Clinic 2295,163,32,429,False,6.55
2296,Health Center 2296,116,18,344,False,15.99
2297,Community Clinic 2297,94,16,348,True,10.58
2298,District Hospital 2298,150,12,341,False,4.57
2299,District Hospital 2299,150,10,745,False,2.6
2300,District Hospital 2300,117,43,853,True,29.35
2301,District Hospital 2301,189,6,289,False,9.81
2302,District Hospital 2302,159,49,893,True,13.85
2303,District Hospital 2303,122,14,774,True,11.42
2304,District Hospital 2304,169,30,428,False,7.55
2305,Community Clinic 2305,167,31,884,False,6.14
2306,District Hospital 2306,122,8,629,True,27.49
2307,Community Clinic 2307,87,29,995,True,19.11
2308,Health Center 2308,141,39,143,False,28.52
2309,Community Clinic 2309,197,33,208,False,19.89
2310,Health Center 2310,149,43,236,False,9.1
2311,District Hospital 2311,138,33,502,True,2.08
2312,District Hospital 2312,28,42,456,True,6.82
2313,District Hospital 2313,83,5,192,False,28.5
2314,Health Center 2314,68,15,452,False,1.14
2315,Community Clinic 2315,159,13,190,False,28.13
2316,District Hospital 2316,101,38,725,True,9.65
2317,Community Clinic 2317,177,11,880,False,25.42
2318,Community Clinic 2318,37,41,557,False,27.33
2319,Health Center 2319,19,37,243,True,26.78
2320,District Hospital 2320,48,23,865,True,13.58
2321,Health Center 2321,15,32,247,True,11.3
2322,Community Clinic 2322,52,42,863,False,14.72
2323,District Hospital 2323,64,34,293,False,29.75
2324,Community Clinic 2324,166,15,891,False,14.25
2325,Health Center 2325,82,45,408,False,6.65
2326,Community Clinic 2326,73,16,961,True,0.86
2327,Health Center 2327,143,34,198,True,9.78
2328,Health Center 2328,173,38,110,True,6.72
2329,Health Center 2329,11,33,688,False,28.64
2330,Community Clinic 2330,140,31,620,False,7.48
2331,District Hospital 2331,55,28,315,False,23.41
2332,Community Clinic 2332,52,36,699,True,13.45
2333,Community Clinic 2333,57,8,820,True,8.66
2334,District Hospital 2334,75,40,842,True,5.84
2335,Community Clinic 2335,40,18,400,False,29.57
2336,Community Clinic 2336,179,41,523,False,22.35
2337,District Hospital 2337,84,14,276,True,7.12
2338,Community Clinic 2338,171,35,289,False,5.44
2339,District Hospital 2339,140,36,592,True,22.37
2340,Community Clinic 2340,113,29,465,False,2.86
2341,District Hospital 2341,29,7,763,True,3.54
2342,Community Clinic 2342,32,31,913,True,7.78
2343,Community Clinic 2343,131,30,462,False,1.5
2344,Health Center 2344,110,15,946,False,22.94
2345,Health Center 2345,22,49,631,False,25.38
2346,Health Center 2346,43,31,513,False,27.86
2347,Community Clinic 2347,121,10,418,True,10.01
2348,Health Center 2348,179,14,712,False,20.42
2349,District Hospital 2349,165,14,991,True,6.21
2350,Community Clinic 2350,39,13,638,False,14.35
2351,District Hospital 2351,169,13,260,False,29.35
2352,Community Clinic 2352,193,36,244,False,24.28
2353,Community Clinic 2353,128,9,543,True,8.46
2354,Health Center 2354,185,39,567,True,9.27
2355,District Hospital 2355,186,8,116,False,24.07
2356,District Hospital 2356,134,22,542,True,22.8
2357,District Hospital 2357,197,50,865,True,21.05
2358,District Hospital 2358,114,17,285,True,15.91
2359,District Hospital 2359,55,12,770,False,11.1
2360,District Hospital 2360,16,14,916,True,3.88
2361,Community Clinic 2361,162,31,149,True,16.24
2362,Health Center 2362,108,9,758,True,8.12
2363,District Hospital 2363,152,13,947,True,15.51
2364,District Hospital 2364,154,9,949,False,25.34
2365,District Hospital 2365,48,33,304,True,14.0
2366,Community Clinic 2366,24,8,806,True,18.75
2367,Community Clinic 2367,169,41,771,True,18.7
2368,Community Clinic 2368,48,47,783,False,23.5
2369,Community Clinic 2369,83,12,974,True,9.68
2370,District Hospital 2370,133,5,895,True,15.89
2371,District Hospital 2371,34,32,162,True,28.34
2372,Health Center 2372,152,12,891,False,19.53
2373,Health Center 2373,189,48,626,False,6.98
2374,Community Clinic 2374,25,17,883,True,3.15
2375,District Hospital 2375,56,16,162,True,6.22
2376,District Hospital 2376,196,42,421,True,10.35
2377,Community Clinic 2377,86,15,625,False,2.29
2378,District Hospital 2378,13,8,423,False,26.18
2379,District Hospital 2379,115,19,345,True,17.94
2380,Community Clinic 2380,115,9,611,True,1.13
2381,District Hospital 2381,180,20,668,True,1.4
2382,Community Clinic 2382,29,35,861,False,6.71
2383,Community Clinic 2383,93,25,350,True,24.98
2384,Community Clinic 2384,157,8,535,True,18.08
2385,Community Clinic 2385,77,19,891,False,17.33
2386,Health Center 2386,70,14,629,True,6.6
2387,District Hospital 2387,150,45,310,True,25.9
2388,Community Clinic 2388,126,12,996,True,13.78
2389,Community Clinic 2389,188,15,464,False,20.82
2390,District Hospital 2390,64,16,311,True,0.7
2391,Health Center 2391,153,29,129,True,17.13
2392,District Hospital 2392,84,32,191,False,17.42
2393,Community Clinic 2393,117,42,753,False,26.48
2394,Community Clinic 2394,93,12,813,True,1.98
2395,Community Clinic 2395,63,23,536,False,24.93
2396,Community Clinic 2396,49,31,117,False,8.57
2397,Health Center 2397,183,45,858,True,24.5
2398,Health Center 2398,17,17,491,True,12.7
2399,Health Center 2399,64,9,893,True,17.97
2400,Health Center 2400,26,5,941,False,16.42
