Initiative_key,Initiative_name,Start_date,End_date,Coverage_percentage
2302,Bed Net Distribution Program,2016-01-13,2015-06-21,88.24
2303,Community Health Worker Training,2020-11-07,2023-03-22,56.43
2304,Malaria Awareness Campaign,2018-09-12,2020-02-05,53.3
2305,Bed Net Distribution Program,2020-12-04,2022-11-15,94.86
2306,Malaria Testing and Treatment Program,2021-01-17,2023-08-01,59.56
2307,Community Health Worker Training,2019-08-20,2019-04-02,55.98
2308,Indoor Residual Spraying Campaign,2021-12-23,2021-11-26,68.91
2309,Bed Net Distribution Program,2022-02-26,2015-07-24,85.73
2310,Community Health Worker Training,2016-04-28,2022-04-18,93.89
2311,Malaria Testing and Treatment Program,2020-04-14,2019-12-31,76.42
2312,Malaria Testing and Treatment Program,2015-08-31,2020-11-13,70.5
2313,Malaria Awareness Campaign,2022-09-22,2015-01-20,65.78
2314,Malaria Awareness Campaign,2020-08-19,2023-07-04,54.69
2315,Malaria Testing and Treatment Program,2017-10-11,2015-06-05,59.69
2316,Malaria Awareness Campaign,2015-01-16,2018-05-28,60.08
2317,Malaria Testing and Treatment Program,2019-04-05,2015-01-22,67.73
2318,Indoor Residual Spraying Campaign,2020-11-18,2022-02-27,93.22
2319,Bed Net Distribution Program,2020-05-10,2022-02-13,75.3
2320,Malaria Testing and Treatment Program,2019-02-04,2016-07-06,85.12
2321,Bed Net Distribution Program,2019-03-09,2021-12-10,51.9
2322,Malaria Testing and Treatment Program,2020-06-30,2017-03-29,73.56
2323,Malaria Testing and Treatment Program,2021-08-03,2015-06-06,80.66
2324,Community Health Worker Training,2023-01-19,2019-01-17,90.18
2325,Bed Net Distribution Program,2023-03-03,2018-01-01,66.81
2326,Malaria Testing and Treatment Program,2022-08-28,2015-03-21,91.57
2327,Community Health Worker Training,2017-11-26,2015-12-15,69.96
2328,Indoor Residual Spraying Campaign,2023-02-13,2020-06-16,88.23
2329,Malaria Testing and Treatment Program,2015-10-06,2021-04-13,94.81
2330,Malaria Awareness Campaign,2020-08-05,2020-11-05,84.79
2331,Bed Net Distribution Program,2021-10-05,2016-04-18,81.55
2332,Community Health Worker Training,2017-10-18,2020-03-17,81.97
2333,Community Health Worker Training,2017-03-24,2022-01-08,60.64
2334,Malaria Awareness Campaign,2018-04-27,2020-11-08,77.77
2335,Malaria Testing and Treatment Program,2017-04-29,2018-08-01,59.23
2336,Malaria Testing and Treatment Program,2023-06-27,2022-10-31,57.17
2337,Malaria Awareness Campaign,2015-03-16,2020-03-05,57.59
2338,Indoor Residual Spraying Campaign,2022-12-30,2022-09-30,60.06
2339,Community Health Worker Training,2016-11-06,2020-07-05,53.74
2340,Bed Net Distribution Program,2018-11-11,2020-11-21,76.48
2341,Bed Net Distribution Program,2020-01-28,2023-11-16,69.76
2342,Malaria Awareness Campaign,2019-09-01,2020-10-27,69.81
2343,Malaria Testing and Treatment Program,2016-11-10,2016-11-07,79.07
2344,Community Health Worker Training,2016-05-27,2021-05-19,81.33
2345,Indoor Residual Spraying Campaign,2015-08-01,2019-03-12,63.45
2346,Indoor Residual Spraying Campaign,2023-05-24,2022-05-08,73.75
2347,Community Health Worker Training,2019-12-22,2015-02-26,83.05
2348,Indoor Residual Spraying Campaign,2020-05-09,2016-03-09,58.11
2349,Malaria Awareness Campaign,2019-08-04,2019-05-26,54.66
2350,Indoor Residual Spraying Campaign,2021-11-27,2018-10-20,57.68
2351,Community Health Worker Training,2023-11-16,2023-06-10,78.36
2352,Malaria Awareness Campaign,2023-10-21,2017-07-31,74.73
2353,Malaria Testing and Treatment Program,2022-07-06,2021-08-19,69.75
2354,Indoor Residual Spraying Campaign,2018-07-07,2018-11-12,92.15
2355,Malaria Awareness Campaign,2020-10-20,2018-10-31,59.58
2356,Malaria Awareness Campaign,2019-11-02,2019-03-21,86.13
2357,Community Health Worker Training,2015-08-21,2015-11-04,87.7
2358,Community Health Worker Training,2019-06-06,2016-10-01,50.79
2359,Malaria Awareness Campaign,2020-04-24,2017-11-24,53.54
2360,Community Health Worker Training,2016-11-26,2022-08-04,68.1
2361,Community Health Worker Training,2022-12-09,2015-12-15,89.86
2362,Community Health Worker Training,2023-02-18,2015-11-14,87.58
2363,Community Health Worker Training,2018-02-02,2022-01-18,51.85
2364,Community Health Worker Training,2017-07-06,2023-12-03,69.6
2365,Community Health Worker Training,2020-03-11,2018-01-25,78.61
2366,Indoor Residual Spraying Campaign,2017-07-24,2019-07-25,65.32
2367,Bed Net Distribution Program,2023-08-01,2018-06-08,81.12
2368,Bed Net Distribution Program,2022-09-04,2016-05-09,61.34
2369,Bed Net Distribution Program,2019-09-08,2021-07-07,68.36
2370,Malaria Awareness Campaign,2020-01-17,2017-09-06,53.53
2371,Bed Net Distribution Program,2022-03-20,2022-04-29,57.23
2372,Malaria Awareness Campaign,2016-09-16,2016-02-01,89.2
2373,Malaria Testing and Treatment Program,2015-05-08,2015-08-18,67.72
2374,Malaria Awareness Campaign,2021-09-17,2023-01-24,88.14
2375,Malaria Awareness Campaign,2018-04-15,2017-09-29,94.27
2376,Malaria Testing and Treatment Program,2016-10-02,2018-09-22,57.96
2377,Malaria Awareness Campaign,2020-09-27,2016-11-14,63.32
2378,Malaria Testing and Treatment Program,2017-02-27,2018-07-04,59.88
2379,Malaria Testing and Treatment Program,2020-11-12,2018-10-25,59.7
2380,Malaria Awareness Campaign,2022-10-26,2016-07-29,71.98
2381,Indoor Residual Spraying Campaign,2018-08-07,2017-04-18,72.87
2382,Bed Net Distribution Program,2017-05-25,2019-03-15,74.79
2383,Malaria Awareness Campaign,2017-01-18,2016-04-19,87.19
2384,Malaria Testing and Treatment Program,2022-04-29,2020-06-22,58.12
2385,Indoor Residual Spraying Campaign,2023-05-03,2019-08-03,54.17
2386,Indoor Residual Spraying Campaign,2020-03-03,2019-03-03,78.58
2387,Malaria Testing and Treatment Program,2021-04-14,2017-09-29,79.7
2388,Indoor Residual Spraying Campaign,2022-10-21,2017-01-18,74.86
2389,Indoor Residual Spraying Campaign,2023-08-15,2019-01-24,92.83
2390,Malaria Testing and Treatment Program,2022-03-07,2019-05-14,61.3
2391,Malaria Testing and Treatment Program,2017-05-21,2020-08-23,76.93
2392,Malaria Awareness Campaign,2016-12-18,2021-01-23,50.0
2393,Bed Net Distribution Program,2019-08-14,2018-06-15,58.91
2394,Malaria Awareness Campaign,2022-03-06,2020-08-14,77.53
2395,Community Health Worker Training,2023-05-19,2015-07-10,87.89
2396,Bed Net Distribution Program,2018-05-08,2016-02-01,70.63
2397,Bed Net Distribution Program,2021-06-22,2017-08-01,89.98
2398,Malaria Testing and Treatment Program,2021-03-07,2020-05-06,80.25
2399,Malaria Awareness Campaign,2022-08-20,2015-11-21,50.79
2400,Bed Net Distribution Program,2020-11-30,2019-02-04,54.49
2401,Indoor Residual Spraying Campaign,2023-06-01,2023-09-26,78.82
2402,Bed Net Distribution Program,2021-07-07,2023-11-14,82.1
2403,Bed Net Distribution Program,2023-03-31,2015-05-13,62.17
2404,Malaria Awareness Campaign,2020-09-25,2021-09-08,74.31
2405,Bed Net Distribution Program,2021-12-07,2017-06-06,51.91
2406,Indoor Residual Spraying Campaign,2015-11-09,2017-06-02,75.11
2407,Community Health Worker Training,2019-12-07,2019-11-29,61.15
2408,Indoor Residual Spraying Campaign,2022-01-31,2020-01-27,69.65
2409,Malaria Testing and Treatment Program,2017-05-20,2016-04-04,60.97
2410,Indoor Residual Spraying Campaign,2022-09-03,2020-11-26,80.74
2411,Malaria Awareness Campaign,2019-09-03,2015-12-27,94.19
2412,Indoor Residual Spraying Campaign,2015-09-23,2022-06-14,61.82
2413,Indoor Residual Spraying Campaign,2022-04-23,2017-08-07,88.02
2414,Malaria Testing and Treatment Program,2022-09-14,2019-09-28,93.92
2415,Malaria Awareness Campaign,2017-09-24,2022-11-11,52.89
2416,Indoor Residual Spraying Campaign,2022-03-22,2017-03-17,62.84
2417,Malaria Testing and Treatment Program,2018-06-20,2023-07-15,91.17
2418,Malaria Testing and Treatment Program,2017-12-28,2015-04-20,77.78
2419,Indoor Residual Spraying Campaign,2015-09-15,2022-01-03,65.96
2420,Malaria Testing and Treatment Program,2019-07-13,2023-09-21,63.76
2421,Malaria Awareness Campaign,2021-07-04,2018-03-11,75.19
2422,Malaria Awareness Campaign,2022-10-11,2016-12-01,62.87
2423,Malaria Awareness Campaign,2015-07-17,2017-04-16,58.98
2424,Malaria Testing and Treatment Program,2019-11-29,2022-04-21,84.32
2425,Community Health Worker Training,2017-08-05,2020-06-08,56.8
2426,Malaria Awareness Campaign,2018-07-16,2021-06-18,93.86
2427,Malaria Testing and Treatment Program,2020-02-01,2022-06-24,50.15
2428,Community Health Worker Training,2022-10-28,2019-07-24,57.17
2429,Community Health Worker Training,2023-07-07,2019-06-19,59.27
2430,Indoor Residual Spraying Campaign,2022-09-06,2023-03-16,87.14
2431,Malaria Testing and Treatment Program,2023-03-02,2022-01-17,84.39
2432,Malaria Awareness Campaign,2015-12-25,2019-07-30,58.15
2433,Community Health Worker Training,2023-06-06,2022-10-02,63.71
2434,Malaria Testing and Treatment Program,2022-02-13,2022-01-15,93.73
2435,Malaria Testing and Treatment Program,2018-09-20,2015-10-29,79.78
2436,Malaria Testing and Treatment Program,2016-10-13,2021-08-20,55.19
2437,Community Health Worker Training,2022-02-21,2015-05-20,86.77
2438,Indoor Residual Spraying Campaign,2015-05-02,2022-03-20,53.19
2439,Malaria Testing and Treatment Program,2020-06-19,2021-07-08,68.79
2440,Bed Net Distribution Program,2020-03-25,2020-01-07,77.67
2441,Malaria Testing and Treatment Program,2023-02-17,2018-11-27,65.29
2442,Community Health Worker Training,2018-09-28,2023-01-11,91.32
2443,Community Health Worker Training,2016-10-16,2023-11-10,83.91
2444,Community Health Worker Training,2018-12-12,2016-03-15,79.68
2445,Bed Net Distribution Program,2019-05-18,2023-12-26,78.02
2446,Community Health Worker Training,2016-12-27,2017-01-14,93.88
2447,Indoor Residual Spraying Campaign,2022-01-08,2020-04-15,69.89
2448,Community Health Worker Training,2021-01-06,2019-03-27,50.32
2449,Bed Net Distribution Program,2022-01-21,2019-06-15,53.69
2450,Indoor Residual Spraying Campaign,2019-06-14,2015-11-02,53.46
2451,Malaria Awareness Campaign,2016-02-11,2023-09-26,78.02
2452,Indoor Residual Spraying Campaign,2019-06-23,2015-03-12,61.22
2453,Bed Net Distribution Program,2021-09-09,2015-11-06,84.76
2454,Malaria Testing and Treatment Program,2016-12-01,2017-05-16,71.59
2455,Community Health Worker Training,2015-04-13,2019-09-07,52.31
2456,Indoor Residual Spraying Campaign,2017-12-07,2019-03-12,57.53
2457,Bed Net Distribution Program,2020-12-09,2023-06-24,76.79
2458,Indoor Residual Spraying Campaign,2015-02-03,2016-07-02,88.83
2459,Community Health Worker Training,2017-07-14,2023-02-18,63.2
2460,Bed Net Distribution Program,2019-04-07,2018-08-02,74.25
2461,Bed Net Distribution Program,2016-04-21,2018-06-14,75.04
2462,Malaria Awareness Campaign,2022-05-08,2015-04-10,57.78
2463,Indoor Residual Spraying Campaign,2020-12-10,2023-09-16,53.29
2464,Malaria Testing and Treatment Program,2022-06-27,2018-08-26,52.64
2465,Malaria Awareness Campaign,2018-07-06,2020-02-05,64.37
2466,Malaria Awareness Campaign,2015-09-14,2022-10-08,51.79
2467,Malaria Testing and Treatment Program,2018-05-01,2015-05-28,72.68
2468,Community Health Worker Training,2023-07-19,2018-11-21,73.95
2469,Bed Net Distribution Program,2023-06-30,2020-06-13,89.37
2470,Malaria Testing and Treatment Program,2021-03-11,2017-05-21,94.84
2471,Bed Net Distribution Program,2021-11-08,2017-02-15,74.14
2472,Malaria Testing and Treatment Program,2020-05-24,2015-09-18,84.04
2473,Malaria Testing and Treatment Program,2022-06-18,2022-09-27,82.67
2474,Community Health Worker Training,2019-06-05,2019-10-07,93.61
2475,Indoor Residual Spraying Campaign,2022-04-11,2018-09-24,88.83
2476,Bed Net Distribution Program,2023-02-22,2021-09-28,50.97
2477,Bed Net Distribution Program,2017-12-23,2017-09-11,83.31
2478,Community Health Worker Training,2016-02-18,2022-11-22,70.56
2479,Bed Net Distribution Program,2016-04-07,2017-05-27,53.87
2480,Malaria Awareness Campaign,2015-03-21,2022-03-01,70.18
2481,Malaria Awareness Campaign,2018-07-31,2020-01-03,65.26
2482,Bed Net Distribution Program,2022-04-20,2018-08-05,91.12
2483,Bed Net Distribution Program,2017-11-02,2017-12-23,54.69
2484,Malaria Testing and Treatment Program,2020-09-15,2015-01-04,69.01
2485,Bed Net Distribution Program,2022-07-25,2020-03-06,69.44
2486,Indoor Residual Spraying Campaign,2023-04-28,2016-10-24,89.76
2487,Community Health Worker Training,2022-11-12,2019-11-23,65.8
2488,Indoor Residual Spraying Campaign,2015-04-05,2016-03-16,50.91
2489,Malaria Awareness Campaign,2019-05-05,2019-08-08,62.98
2490,Malaria Testing and Treatment Program,2016-03-16,2017-09-10,84.55
2491,Malaria Awareness Campaign,2020-10-06,2019-03-02,77.78
2492,Malaria Awareness Campaign,2016-10-02,2017-05-17,91.89
2493,Malaria Awareness Campaign,2015-09-26,2023-03-25,65.4
2494,Community Health Worker Training,2020-09-24,2016-08-17,78.5
2495,Malaria Testing and Treatment Program,2018-04-11,2022-10-27,77.63
2496,Community Health Worker Training,2015-09-12,2023-11-21,92.18
2497,Indoor Residual Spraying Campaign,2016-10-26,2015-07-08,94.01
2498,Bed Net Distribution Program,2020-03-25,2019-12-05,78.81
2499,Malaria Testing and Treatment Program,2018-02-15,2023-06-01,86.68
2500,Malaria Awareness Campaign,2022-05-16,2021-12-26,68.46
2501,Malaria Testing and Treatment Program,2017-01-24,2015-05-05,67.55
2502,Community Health Worker Training,2021-08-16,2021-03-26,56.06
2503,Malaria Testing and Treatment Program,2020-07-10,2016-01-16,83.05
2504,Malaria Testing and Treatment Program,2019-09-14,2015-08-27,70.85
2505,Bed Net Distribution Program,2023-05-27,2018-08-25,82.93
2506,Malaria Awareness Campaign,2017-11-11,2018-11-23,57.46
2507,Malaria Testing and Treatment Program,2019-09-23,2021-04-02,61.39
2508,Indoor Residual Spraying Campaign,2016-01-06,2019-09-19,83.14
2509,Community Health Worker Training,2015-02-05,2018-02-15,90.82
2510,Indoor Residual Spraying Campaign,2020-04-13,2015-04-15,70.63
2511,Malaria Awareness Campaign,2021-07-13,2018-01-10,92.6
2512,Bed Net Distribution Program,2018-01-07,2019-02-05,91.32
2513,Indoor Residual Spraying Campaign,2018-01-16,2019-12-28,67.04
2514,Malaria Testing and Treatment Program,2021-05-09,2020-09-20,83.82
2515,Bed Net Distribution Program,2021-08-31,2017-06-03,78.89
2516,Malaria Awareness Campaign,2019-10-06,2022-10-29,82.27
2517,Malaria Testing and Treatment Program,2018-01-30,2019-07-05,50.03
2518,Malaria Testing and Treatment Program,2018-10-02,2015-08-24,65.84
2519,Malaria Testing and Treatment Program,2022-04-11,2021-01-18,88.5
2520,Indoor Residual Spraying Campaign,2015-05-24,2018-02-12,58.44
2521,Malaria Awareness Campaign,2022-07-29,2021-06-08,61.62
2522,Malaria Awareness Campaign,2015-10-15,2015-08-31,51.79
2523,Indoor Residual Spraying Campaign,2020-11-18,2019-01-06,93.26
2524,Bed Net Distribution Program,2016-07-30,2023-03-20,74.93
2525,Malaria Testing and Treatment Program,2016-01-08,2023-06-10,71.33
2526,Bed Net Distribution Program,2016-07-11,2022-05-21,51.95
2527,Bed Net Distribution Program,2019-12-14,2016-03-19,58.43
2528,Bed Net Distribution Program,2019-07-13,2021-12-10,66.33
2529,Malaria Testing and Treatment Program,2019-05-04,2022-06-05,92.01
2530,Community Health Worker Training,2023-12-26,2016-07-19,78.13
2531,Indoor Residual Spraying Campaign,2015-12-07,2016-07-13,89.16
2532,Indoor Residual Spraying Campaign,2023-07-06,2018-08-16,74.03
2533,Community Health Worker Training,2017-04-27,2016-04-07,56.32
2534,Community Health Worker Training,2015-09-03,2022-01-13,84.49
2535,Community Health Worker Training,2015-09-18,2021-04-08,61.15
2536,Malaria Awareness Campaign,2021-09-11,2020-09-09,75.08
2537,Malaria Awareness Campaign,2017-08-17,2018-01-09,94.66
2538,Malaria Testing and Treatment Program,2021-11-28,2019-06-18,60.41
2539,Malaria Awareness Campaign,2020-07-18,2018-05-22,76.64
2540,Malaria Awareness Campaign,2023-05-12,2020-09-25,64.11
2541,Malaria Awareness Campaign,2021-02-19,2017-10-17,87.69
2542,Malaria Awareness Campaign,2021-12-13,2021-11-06,84.02
2543,Malaria Testing and Treatment Program,2018-11-21,2015-09-12,89.6
2544,Malaria Testing and Treatment Program,2018-05-19,2015-01-25,60.21
2545,Community Health Worker Training,2015-06-21,2020-01-23,91.6
2546,Indoor Residual Spraying Campaign,2022-02-20,2015-08-11,74.68
2547,Community Health Worker Training,2017-02-08,2020-10-24,93.35
2548,Malaria Awareness Campaign,2020-01-11,2018-12-13,60.07
2549,Malaria Testing and Treatment Program,2015-08-24,2017-03-05,76.91
2550,Malaria Testing and Treatment Program,2023-10-01,2018-11-22,63.13
2551,Community Health Worker Training,2017-11-15,2016-07-03,68.77
2552,Indoor Residual Spraying Campaign,2015-08-15,2023-02-05,80.17
2553,Bed Net Distribution Program,2020-05-15,2023-09-21,66.62
2554,Malaria Awareness Campaign,2016-08-01,2021-02-21,80.32
2555,Malaria Testing and Treatment Program,2016-05-18,2018-01-08,76.29
2556,Indoor Residual Spraying Campaign,2018-02-11,2022-01-10,74.5
2557,Malaria Awareness Campaign,2015-06-12,2021-08-23,88.71
2558,Indoor Residual Spraying Campaign,2022-06-29,2017-07-29,63.24
2559,Bed Net Distribution Program,2016-12-03,2021-05-18,62.06
2560,Malaria Testing and Treatment Program,2022-01-20,2019-04-06,55.75
2561,Malaria Awareness Campaign,2020-06-17,2019-06-09,58.35
2562,Community Health Worker Training,2015-05-31,2023-06-14,72.1
2563,Malaria Awareness Campaign,2017-01-05,2015-06-20,64.46
2564,Malaria Testing and Treatment Program,2022-05-12,2017-05-20,90.18
2565,Bed Net Distribution Program,2021-06-29,2017-01-27,73.66
2566,Indoor Residual Spraying Campaign,2018-02-18,2021-06-19,87.72
2567,Indoor Residual Spraying Campaign,2021-05-18,2015-11-27,56.5
2568,Indoor Residual Spraying Campaign,2021-08-30,2016-07-18,66.43
2569,Indoor Residual Spraying Campaign,2023-02-16,2020-09-27,61.92
2570,Community Health Worker Training,2018-02-20,2021-12-20,72.54
2571,Malaria Testing and Treatment Program,2017-06-30,2023-08-12,80.4
2572,Bed Net Distribution Program,2022-05-24,2015-02-23,79.5
2573,Indoor Residual Spraying Campaign,2022-07-04,2016-07-22,69.67
2574,Bed Net Distribution Program,2020-06-25,2020-07-22,71.75
2575,Indoor Residual Spraying Campaign,2017-10-20,2018-10-01,59.35
2576,Malaria Awareness Campaign,2016-02-07,2020-11-21,62.3
2577,Bed Net Distribution Program,2021-01-27,2021-01-07,82.49
2578,Community Health Worker Training,2017-05-03,2023-11-05,77.64
2579,Malaria Awareness Campaign,2021-11-23,2020-01-04,77.51
2580,Malaria Testing and Treatment Program,2022-09-02,2018-04-17,72.76
2581,Bed Net Distribution Program,2022-05-12,2023-06-09,72.31
2582,Malaria Awareness Campaign,2016-10-04,2016-02-07,73.43
2583,Community Health Worker Training,2015-12-18,2015-11-14,79.36
2584,Bed Net Distribution Program,2023-04-06,2017-05-27,67.97
2585,Bed Net Distribution Program,2018-04-24,2016-10-19,67.91
2586,Bed Net Distribution Program,2015-02-09,2022-04-27,57.59
2587,Community Health Worker Training,2019-09-10,2020-05-17,90.28
2588,Bed Net Distribution Program,2018-11-18,2022-09-11,53.32
2589,Indoor Residual Spraying Campaign,2017-11-09,2016-12-25,67.04
2590,Malaria Testing and Treatment Program,2023-11-15,2016-05-24,85.93
2591,Bed Net Distribution Program,2020-04-08,2016-04-12,64.42
2592,Community Health Worker Training,2020-05-17,2018-05-27,73.52
2593,Malaria Testing and Treatment Program,2015-03-26,2019-04-16,52.72
2594,Indoor Residual Spraying Campaign,2023-08-02,2016-04-23,79.02
2595,Bed Net Distribution Program,2017-05-14,2018-12-13,53.91
2596,Malaria Testing and Treatment Program,2020-02-01,2023-11-29,51.11
2597,Malaria Awareness Campaign,2019-04-10,2018-11-09,50.65
2598,Malaria Testing and Treatment Program,2021-07-31,2019-06-22,83.85
2599,Community Health Worker Training,2021-06-04,2019-02-10,78.51
2600,Bed Net Distribution Program,2022-05-18,2020-11-15,89.45
2601,Bed Net Distribution Program,2021-12-14,2016-09-28,93.29
2602,Community Health Worker Training,2016-11-03,2018-05-03,50.97
2603,Bed Net Distribution Program,2021-07-30,2022-08-28,74.51
2604,Malaria Awareness Campaign,2017-02-02,2015-11-11,68.67
2605,Community Health Worker Training,2023-07-05,2023-10-21,92.26
2606,Malaria Testing and Treatment Program,2016-09-09,2017-10-25,53.36
2607,Community Health Worker Training,2018-06-25,2020-03-01,70.08
2608,Malaria Testing and Treatment Program,2021-10-01,2019-10-23,57.19
2609,Malaria Testing and Treatment Program,2017-08-01,2018-11-25,88.9
2610,Malaria Testing and Treatment Program,2021-05-13,2018-01-19,52.6
2611,Community Health Worker Training,2023-07-16,2021-05-21,94.86
2612,Bed Net Distribution Program,2019-08-24,2022-08-23,93.73
2613,Community Health Worker Training,2021-03-04,2015-07-08,70.4
2614,Bed Net Distribution Program,2022-09-18,2019-02-02,66.92
2615,Malaria Testing and Treatment Program,2021-08-13,2023-03-04,52.22
2616,Community Health Worker Training,2016-08-16,2019-01-08,89.41
2617,Community Health Worker Training,2017-08-11,2023-04-16,69.08
2618,Malaria Awareness Campaign,2019-01-24,2020-09-23,51.18
2619,Bed Net Distribution Program,2021-06-22,2020-09-22,79.37
2620,Indoor Residual Spraying Campaign,2019-07-18,2018-11-22,84.37
2621,Bed Net Distribution Program,2019-04-27,2015-02-01,76.32
2622,Bed Net Distribution Program,2023-01-05,2023-03-15,86.16
2623,Bed Net Distribution Program,2017-09-29,2020-03-14,73.69
2624,Indoor Residual Spraying Campaign,2020-05-31,2016-05-02,69.54
2625,Malaria Awareness Campaign,2015-01-16,2015-12-17,71.39
2626,Malaria Awareness Campaign,2019-09-30,2023-10-23,52.04
2627,Indoor Residual Spraying Campaign,2020-08-11,2019-07-24,59.28
2628,Indoor Residual Spraying Campaign,2019-02-12,2018-11-06,89.47
2629,Malaria Awareness Campaign,2023-08-30,2020-11-27,64.48
2630,Malaria Awareness Campaign,2016-05-17,2022-11-21,59.59
2631,Indoor Residual Spraying Campaign,2023-04-29,2022-10-09,90.3
2632,Malaria Awareness Campaign,2018-10-11,2019-04-13,82.41
2633,Malaria Testing and Treatment Program,2016-08-12,2023-03-29,61.1
2634,Malaria Awareness Campaign,2017-01-08,2020-01-21,89.46
2635,Indoor Residual Spraying Campaign,2022-02-07,2017-03-25,82.37
2636,Bed Net Distribution Program,2022-06-27,2021-12-12,51.8
2637,Malaria Testing and Treatment Program,2023-02-27,2017-04-06,88.65
2638,Bed Net Distribution Program,2023-02-26,2021-10-15,65.17
2639,Indoor Residual Spraying Campaign,2023-07-13,2015-03-14,67.31
2640,Indoor Residual Spraying Campaign,2016-03-15,2018-02-04,59.15
2641,Malaria Awareness Campaign,2016-03-01,2020-07-07,53.95
2642,Malaria Awareness Campaign,2017-05-08,2018-06-09,68.87
2643,Bed Net Distribution Program,2018-06-17,2023-10-03,57.78
2644,Malaria Awareness Campaign,2018-06-03,2021-09-21,71.73
2645,Indoor Residual Spraying Campaign,2016-02-22,2023-05-26,76.1
2646,Malaria Awareness Campaign,2017-08-27,2019-06-01,79.78
2647,Indoor Residual Spraying Campaign,2019-09-23,2015-08-19,52.94
2648,Malaria Awareness Campaign,2018-07-27,2019-04-12,91.03
2649,Bed Net Distribution Program,2020-03-03,2016-01-23,73.88
2650,Malaria Testing and Treatment Program,2022-01-06,2021-05-15,52.87
2651,Community Health Worker Training,2019-03-07,2015-09-13,67.03
2652,Malaria Awareness Campaign,2017-02-17,2017-08-12,57.09
2653,Community Health Worker Training,2019-01-22,2023-11-08,72.11
2654,Community Health Worker Training,2023-01-28,2016-05-02,61.64
2655,Malaria Awareness Campaign,2015-09-13,2019-10-18,59.54
2656,Malaria Testing and Treatment Program,2023-12-30,2016-08-07,78.35
2657,Bed Net Distribution Program,2018-04-24,2020-02-14,82.96
2658,Malaria Testing and Treatment Program,2016-08-30,2022-01-27,56.89
2659,Malaria Testing and Treatment Program,2016-10-05,2020-06-21,77.74
2660,Indoor Residual Spraying Campaign,2023-01-17,2020-06-02,71.69
2661,Bed Net Distribution Program,2016-08-01,2015-06-06,83.31
2662,Malaria Awareness Campaign,2020-03-06,2022-01-16,64.76
2663,Malaria Testing and Treatment Program,2016-08-08,2023-12-31,57.74
2664,Bed Net Distribution Program,2015-03-18,2023-01-02,90.93
2665,Community Health Worker Training,2023-02-10,2022-09-08,66.79
2666,Malaria Testing and Treatment Program,2022-11-10,2022-06-05,75.97
2667,Malaria Awareness Campaign,2023-09-17,2017-04-20,60.54
2668,Malaria Awareness Campaign,2016-11-10,2015-10-27,69.7
2669,Bed Net Distribution Program,2021-04-20,2015-02-17,74.91
2670,Indoor Residual Spraying Campaign,2019-05-22,2017-06-21,69.83
2671,Malaria Awareness Campaign,2016-01-25,2019-08-18,73.69
2672,Malaria Testing and Treatment Program,2021-09-13,2023-09-24,83.98
2673,Bed Net Distribution Program,2015-10-20,2020-03-02,71.14
2674,Malaria Awareness Campaign,2019-08-13,2021-04-26,57.7
2675,Community Health Worker Training,2023-09-02,2018-10-06,81.39
2676,Indoor Residual Spraying Campaign,2023-05-27,2017-11-07,77.81
2677,Malaria Awareness Campaign,2019-08-15,2020-01-28,58.61
2678,Community Health Worker Training,2022-02-14,2017-02-14,73.86
2679,Bed Net Distribution Program,2018-12-13,2019-04-12,77.73
2680,Community Health Worker Training,2019-03-07,2023-01-14,94.79
2681,Malaria Testing and Treatment Program,2015-12-17,2023-11-14,94.22
2682,Malaria Awareness Campaign,2020-01-14,2023-02-24,86.83
2683,Bed Net Distribution Program,2023-05-22,2018-12-11,63.47
2684,Malaria Awareness Campaign,2019-01-05,2020-08-20,57.92
2685,Community Health Worker Training,2018-09-04,2016-06-24,56.2
2686,Malaria Testing and Treatment Program,2019-06-30,2021-01-13,88.2
2687,Bed Net Distribution Program,2023-08-14,2017-03-27,50.96
2688,Community Health Worker Training,2023-03-09,2016-05-27,77.38
2689,Malaria Testing and Treatment Program,2015-02-04,2021-11-21,76.74
2690,Bed Net Distribution Program,2023-02-09,2018-01-22,75.84
2691,Bed Net Distribution Program,2016-06-01,2015-12-21,93.22
2692,Malaria Testing and Treatment Program,2022-06-22,2017-03-10,86.69
2693,Malaria Awareness Campaign,2020-06-05,2017-04-29,68.28
2694,Community Health Worker Training,2019-09-19,2022-06-04,50.78
2695,Malaria Awareness Campaign,2022-12-26,2022-09-26,79.23
2696,Malaria Testing and Treatment Program,2020-04-25,2018-02-16,84.01
2697,Indoor Residual Spraying Campaign,2023-03-10,2016-04-30,61.53
2698,Malaria Testing and Treatment Program,2015-10-20,2022-01-01,72.21
2699,Indoor Residual Spraying Campaign,2023-09-30,2019-02-08,76.0
2700,Malaria Awareness Campaign,2015-06-04,2019-01-01,77.46
2701,Bed Net Distribution Program,2015-04-29,2016-06-25,90.21
2702,Malaria Awareness Campaign,2023-09-16,2016-02-28,86.3
2703,Indoor Residual Spraying Campaign,2023-12-04,2016-07-16,65.37
2704,Community Health Worker Training,2016-06-25,2020-09-22,84.44
2705,Malaria Testing and Treatment Program,2021-05-26,2022-07-15,80.92
2706,Malaria Awareness Campaign,2020-06-21,2019-11-22,56.92
2707,Indoor Residual Spraying Campaign,2020-12-31,2019-04-17,91.44
2708,Indoor Residual Spraying Campaign,2021-06-14,2022-04-15,88.21
