Weather_key,Temperature,Humidity,Rainfall,Wind_speed,Weather_pattern
1764,23.24,86.05,278.27,16.07,Sunny
1765,27.63,71.42,162.66,6.64,Sunny
1766,25.96,83.08,11.44,2.52,Sunny
1767,27.06,84.98,252.43,7.93,Cloudy
1768,28.51,87.89,53.19,17.12,Stormy
1769,33.8,71.41,67.69,13.41,Rainy
1770,26.44,83.41,175.63,14.19,Stormy
1771,28.08,74.59,177.45,6.89,Cloudy
1772,27.68,74.8,86.0,18.53,Cloudy
1773,20.92,60.64,66.03,12.22,Rainy
1774,33.39,78.05,152.26,5.4,Cloudy
1775,31.01,66.13,11.39,6.85,Sunny
1776,34.57,70.79,223.47,13.4,Rainy
1777,20.66,90.05,263.23,12.19,Stormy
1778,26.52,82.56,251.32,16.03,Sunny
1779,22.9,67.36,190.37,9.08,Cloudy
1780,21.31,81.67,134.04,18.42,Rainy
1781,32.27,71.63,293.45,10.37,Rainy
1782,27.67,78.07,132.43,8.79,Cloudy
1783,26.63,83.53,274.14,12.09,Stormy
1784,29.85,90.36,55.26,5.24,Cloudy
1785,20.6,62.02,292.78,14.34,Rainy
1786,30.91,83.89,10.54,13.63,Sunny
1787,25.42,91.89,292.13,4.21,Sunny
1788,22.42,64.67,177.41,1.52,Sunny
1789,33.24,67.73,109.36,18.68,Stormy
1790,26.43,78.76,98.51,17.27,Rainy
1791,28.99,92.33,266.01,14.32,Sunny
1792,33.81,76.9,55.7,16.5,Cloudy
1793,25.47,93.09,126.35,19.89,Sunny
1794,20.04,85.49,105.37,17.33,Stormy
1795,29.42,81.43,285.78,12.95,Sunny
1796,23.36,63.01,92.77,15.75,Rainy
1797,31.84,74.84,272.34,8.05,Sunny
1798,23.29,69.69,32.91,13.8,Stormy
1799,20.94,83.36,121.14,17.7,Stormy
1800,26.94,88.92,74.42,13.21,Cloudy
1801,34.52,61.96,30.23,16.93,Sunny
1802,29.42,74.11,222.01,19.0,Rainy
1803,32.96,79.8,295.06,2.83,Stormy
1804,33.2,71.07,186.18,7.93,Cloudy
1805,33.0,82.01,169.11,14.92,Stormy
1806,32.88,71.9,145.6,10.19,Rainy
1807,21.68,82.64,166.52,2.98,Sunny
1808,26.37,79.37,131.25,2.1,Stormy
1809,30.91,61.44,109.87,18.08,Sunny
1810,30.2,63.21,269.74,1.93,Cloudy
1811,31.88,74.13,197.04,3.8,Stormy
1812,33.29,83.78,108.87,6.08,Rainy
1813,21.93,77.74,234.62,18.61,Sunny
1814,28.62,93.35,170.22,19.44,Cloudy
1815,24.45,81.22,287.54,15.15,Cloudy
1816,24.69,71.13,34.92,16.27,Rainy
1817,25.34,75.93,114.38,5.18,Cloudy
1818,34.18,80.15,297.9,4.94,Stormy
1819,25.11,89.06,92.54,3.06,Sunny
1820,28.92,73.26,31.2,17.19,Sunny
1821,34.13,78.73,283.46,16.01,Sunny
1822,24.55,66.87,221.78,8.52,Sunny
1823,28.47,87.16,281.67,10.84,Sunny
1824,31.64,78.76,235.93,9.24,Rainy
1825,28.15,88.98,235.83,7.61,Sunny
1826,29.92,71.03,257.83,0.88,Rainy
1827,28.2,75.43,186.77,5.5,Sunny
1828,33.85,89.69,248.59,8.03,Rainy
1829,34.96,84.3,160.89,6.44,Sunny
1830,29.03,81.39,161.66,9.09,Rainy
1831,29.12,68.38,212.55,7.91,Sunny
1832,25.57,70.29,178.14,12.67,Rainy
1833,33.87,62.78,206.47,16.25,Stormy
1834,30.67,89.73,232.08,14.96,Rainy
1835,20.16,80.41,67.65,11.1,Rainy
1836,26.58,71.05,229.16,19.31,Sunny
1837,21.03,70.03,149.48,2.93,Sunny
1838,34.4,73.08,142.02,11.46,Rainy
1839,22.71,75.24,142.14,4.08,Cloudy
1840,30.03,77.4,168.26,9.41,Sunny
1841,26.1,61.47,199.29,10.69,Sunny
1842,24.57,81.94,88.64,11.16,Sunny
1843,22.13,89.55,126.94,6.69,Cloudy
1844,26.82,62.04,90.72,2.05,Rainy
1845,27.51,94.88,122.43,5.89,Stormy
1846,32.82,77.37,247.84,8.14,Cloudy
1847,25.11,64.92,116.53,13.02,Cloudy
1848,29.68,81.63,68.95,3.51,Rainy
1849,28.19,92.69,261.41,4.9,Cloudy
1850,32.86,71.47,220.09,7.58,Cloudy
1851,25.19,93.58,171.51,1.45,Sunny
1852,31.98,71.59,114.94,18.26,Rainy
1853,24.36,74.94,65.36,5.62,Rainy
1854,24.55,67.21,224.15,18.03,Stormy
1855,33.98,66.04,69.61,11.1,Sunny
1856,25.15,60.94,20.65,14.0,Stormy
1857,30.08,85.47,280.51,11.21,Stormy
1858,33.46,78.35,78.04,1.42,Rainy
1859,25.11,60.45,266.09,10.41,Sunny
1860,32.32,62.33,3.04,1.47,Sunny
1861,34.92,90.13,121.02,5.82,Rainy
1862,20.15,68.9,170.51,17.67,Sunny
1863,34.38,85.97,50.41,4.08,Cloudy
1864,22.97,89.14,4.93,16.8,Stormy
1865,22.13,86.29,137.85,17.06,Stormy
1866,34.2,77.27,109.59,2.0,Sunny
1867,28.88,81.73,210.17,16.59,Rainy
1868,27.65,91.3,144.14,15.69,Stormy
1869,23.62,68.4,186.61,16.79,Rainy
1870,26.57,70.2,73.52,0.82,Rainy
1871,25.96,63.01,6.0,15.64,Cloudy
1872,20.84,78.65,99.09,5.43,Stormy
1873,24.23,84.88,231.21,17.68,Cloudy
1874,34.59,68.92,4.4,19.76,Rainy
1875,25.19,81.06,278.29,16.99,Cloudy
1876,33.42,76.46,181.59,7.68,Rainy
1877,24.98,64.62,268.55,7.19,Rainy
1878,22.68,62.64,4.84,14.01,Stormy
1879,30.17,63.97,31.4,19.03,Sunny
1880,26.07,83.14,87.2,7.86,Cloudy
1881,33.18,62.99,138.94,12.45,Cloudy
1882,20.7,78.2,105.64,0.36,Rainy
1883,20.38,73.05,184.41,1.48,Cloudy
1884,25.0,84.69,269.91,4.11,Cloudy
1885,23.56,77.2,282.27,9.07,Stormy
1886,25.89,70.89,230.26,4.17,Sunny
1887,20.53,93.33,137.75,15.89,Rainy
1888,26.62,75.48,199.43,16.03,Sunny
1889,27.62,70.76,285.6,17.44,Rainy
1890,26.94,79.17,59.32,7.88,Sunny
1891,33.36,73.38,188.7,1.3,Cloudy
1892,31.41,71.83,1.87,19.99,Cloudy
1893,22.81,87.46,46.03,5.26,Cloudy
1894,29.59,64.62,214.73,9.12,Stormy
1895,20.64,74.9,243.5,19.93,Rainy
1896,23.8,90.62,97.2,0.55,Cloudy
1897,27.08,89.71,173.82,15.4,Cloudy
1898,31.41,87.81,225.82,7.98,Stormy
1899,22.24,80.12,177.06,5.56,Sunny
1900,33.78,74.34,116.04,3.64,Cloudy
1901,25.3,89.99,33.48,13.76,Stormy
1902,32.15,78.96,197.4,3.32,Sunny
1903,30.46,87.88,247.55,19.77,Stormy
1904,26.12,93.32,86.05,11.75,Cloudy
1905,28.32,80.81,49.53,9.4,Cloudy
1906,26.9,67.19,235.95,16.2,Stormy
1907,33.64,66.67,113.79,8.03,Cloudy
1908,22.89,76.27,35.51,2.01,Stormy
1909,29.73,91.74,294.84,11.91,Cloudy
1910,20.95,86.82,194.75,18.66,Stormy
1911,24.9,93.73,238.36,12.78,Sunny
1912,26.09,94.74,204.55,7.39,Stormy
1913,28.95,79.27,252.79,10.63,Rainy
1914,23.93,94.0,142.13,3.23,Sunny
1915,29.15,84.87,74.09,17.0,Stormy
1916,20.53,83.28,122.37,8.19,Rainy
1917,28.47,76.23,81.47,11.61,Rainy
1918,23.76,79.87,54.25,7.37,Stormy
1919,31.47,70.66,52.55,17.19,Sunny
1920,20.67,73.07,85.55,4.51,Sunny
1921,31.84,71.59,227.89,0.31,Cloudy
1922,21.58,93.08,227.96,15.1,Cloudy
1923,24.1,68.78,36.57,13.67,Cloudy
1924,23.77,94.2,72.79,17.67,Rainy
1925,30.77,76.86,80.16,15.52,Stormy
1926,23.53,79.09,151.23,7.57,Sunny
1927,31.78,65.84,93.21,18.66,Sunny
1928,26.22,87.78,156.05,1.21,Stormy
1929,22.11,92.25,73.98,2.8,Sunny
1930,32.23,64.62,293.26,9.66,Stormy
1931,30.37,70.49,134.77,5.1,Stormy
1932,34.3,82.69,91.65,11.11,Stormy
1933,34.6,79.33,101.15,13.05,Cloudy
1934,34.44,72.16,182.7,0.38,Cloudy
1935,32.87,70.28,225.19,15.77,Stormy
1936,21.87,89.55,133.95,2.81,Sunny
1937,25.15,78.76,278.8,2.78,Stormy
1938,27.32,67.12,124.52,7.09,Stormy
1939,27.02,72.13,179.38,16.71,Rainy
1940,21.7,71.44,100.15,3.38,Sunny
1941,33.24,88.76,237.48,19.23,Rainy
1942,26.03,85.25,31.5,14.96,Sunny
1943,22.03,81.38,296.75,3.7,Rainy
1944,31.66,91.99,171.57,0.48,Stormy
1945,21.68,72.39,84.67,17.65,Stormy
1946,25.55,81.36,281.2,0.94,Cloudy
1947,31.05,72.45,71.69,17.06,Sunny
1948,25.02,92.52,278.17,7.98,Sunny
1949,30.28,92.64,155.46,15.39,Cloudy
1950,20.16,74.89,272.84,5.51,Cloudy
1951,26.8,63.33,296.07,5.39,Cloudy
1952,27.98,77.06,117.94,12.47,Sunny
1953,25.39,66.04,146.61,6.74,Sunny
1954,28.9,73.28,235.63,15.26,Cloudy
1955,27.2,78.65,149.89,4.96,Cloudy
1956,22.79,80.55,157.46,15.3,Sunny
1957,25.94,91.47,70.12,19.03,Sunny
1958,20.33,73.66,106.93,9.53,Cloudy
1959,30.59,72.02,63.99,4.42,Rainy
1960,33.96,62.28,224.34,18.23,Sunny
1961,31.65,86.39,204.68,16.79,Sunny
1962,34.25,70.02,51.7,12.22,Cloudy
1963,34.09,89.28,225.81,16.53,Sunny
1964,23.65,66.02,210.6,19.92,Cloudy
1965,27.14,68.94,10.15,1.79,Cloudy
1966,24.86,78.98,224.39,3.01,Stormy
1967,29.53,63.08,75.13,11.41,Cloudy
1968,31.79,68.43,28.52,0.27,Cloudy
1969,25.14,93.97,31.54,18.71,Rainy
1970,32.36,67.61,119.96,5.72,Cloudy
1971,21.55,79.85,153.77,5.79,Rainy
1972,25.12,70.45,75.52,18.6,Sunny
1973,30.61,74.21,168.71,15.99,Rainy
1974,32.03,87.67,299.74,17.82,Rainy
1975,25.06,65.76,145.68,11.51,Stormy
1976,22.85,61.4,34.07,14.65,Sunny
1977,34.71,64.82,5.17,6.32,Rainy
1978,30.62,66.66,1.34,0.92,Rainy
1979,24.29,84.62,187.29,19.36,Rainy
1980,34.61,85.97,148.5,18.56,Stormy
1981,30.11,81.24,115.03,14.67,Rainy
1982,21.24,82.63,93.15,2.63,Cloudy
1983,34.74,89.12,18.33,4.92,Cloudy
1984,28.59,64.79,123.35,5.28,Rainy
1985,22.86,60.93,132.97,1.23,Sunny
1986,24.61,83.73,62.11,19.02,Rainy
1987,34.2,67.35,143.67,10.94,Rainy
1988,21.27,72.55,57.87,3.2,Sunny
1989,25.78,92.26,234.74,19.94,Stormy
1990,25.25,72.79,269.07,8.24,Rainy
1991,24.85,72.14,134.65,2.99,Stormy
1992,20.74,82.78,97.32,16.1,Rainy
1993,34.37,87.88,235.98,8.06,Rainy
1994,21.41,70.93,94.73,2.04,Sunny
1995,31.74,73.17,181.9,10.97,Cloudy
1996,22.3,63.03,252.39,14.49,Rainy
1997,20.55,79.15,250.23,3.52,Stormy
1998,23.83,91.14,158.22,10.97,Stormy
1999,25.79,65.03,95.94,5.15,Cloudy
2000,26.72,82.88,69.99,14.4,Sunny
2001,23.04,93.17,147.49,17.15,Sunny
2002,20.94,87.88,214.79,15.62,Sunny
2003,30.9,64.72,139.88,4.01,Rainy
2004,23.13,67.96,271.89,2.71,Cloudy
2005,21.9,84.58,62.04,6.91,Stormy
2006,26.55,71.3,270.38,15.63,Rainy
2007,23.07,62.32,102.06,6.07,Sunny
2008,26.82,91.2,109.3,15.11,Cloudy
2009,24.81,88.4,155.46,16.1,Rainy
2010,21.86,92.21,44.36,2.58,Cloudy
2011,23.7,72.57,266.83,18.91,Cloudy
2012,23.92,68.05,224.31,14.41,Rainy
2013,21.74,77.97,253.64,1.35,Cloudy
2014,29.7,70.66,238.65,10.26,Stormy
2015,24.86,82.65,175.99,7.33,Cloudy
2016,20.76,87.91,183.64,18.99,Cloudy
2017,24.34,89.14,113.49,3.22,Sunny
2018,24.59,77.71,254.92,18.53,Rainy
2019,20.81,72.31,207.65,7.81,Rainy
2020,28.67,77.24,86.57,9.37,Rainy
2021,24.88,73.44,257.01,15.89,Sunny
2022,32.76,81.5,289.63,8.78,Cloudy
2023,28.87,91.69,91.05,16.46,Rainy
2024,25.59,68.2,278.43,3.42,Sunny
2025,33.47,75.15,292.87,18.16,Cloudy
2026,22.39,76.18,131.16,9.74,Cloudy
2027,32.0,63.47,204.2,11.48,Sunny
2028,30.89,89.33,185.65,14.71,Cloudy
2029,29.33,94.73,172.94,6.91,Cloudy
2030,29.92,87.47,89.59,8.37,Rainy
2031,22.4,92.69,17.22,16.42,Stormy
2032,28.95,66.18,70.19,14.83,Rainy
2033,29.03,72.26,216.94,10.41,Sunny
2034,32.96,72.48,182.4,8.93,Stormy
2035,21.67,79.38,226.08,5.21,Sunny
2036,30.51,93.02,221.92,15.72,Stormy
2037,25.48,77.17,139.41,0.28,Stormy
2038,25.3,89.4,72.56,16.91,Cloudy
2039,28.43,73.63,183.39,15.07,Stormy
2040,30.06,94.16,174.8,18.64,Stormy
2041,25.64,78.34,190.24,11.85,Stormy
2042,25.62,88.65,245.76,10.4,Sunny
2043,20.07,65.86,243.29,10.14,Rainy
2044,34.09,66.93,101.11,13.45,Rainy
2045,24.63,77.68,17.33,11.01,Cloudy
2046,20.14,63.97,70.44,10.09,Sunny
2047,28.65,78.69,1.27,17.96,Cloudy
2048,27.27,79.83,253.23,5.3,Rainy
2049,24.65,88.46,221.42,5.48,Sunny
2050,23.7,62.8,93.85,0.61,Cloudy
2051,30.37,90.45,64.88,19.08,Stormy
2052,20.93,85.99,192.72,6.52,Cloudy
2053,21.66,75.39,291.21,1.44,Cloudy
2054,22.65,90.3,177.07,14.31,Cloudy
2055,31.72,73.23,146.88,9.4,Rainy
2056,24.28,62.52,290.16,4.18,Rainy
2057,29.67,69.81,263.97,0.33,Stormy
2058,31.82,82.47,148.62,16.67,Stormy
2059,20.78,83.17,170.31,3.81,Cloudy
2060,26.68,65.55,251.72,19.44,Cloudy
2061,29.99,83.71,226.21,11.73,Cloudy
2062,31.17,81.02,199.03,19.23,Cloudy
2063,24.61,86.69,236.52,16.54,Stormy
2064,26.45,77.86,249.64,11.72,Cloudy
2065,33.57,94.34,38.9,8.49,Sunny
2066,25.93,80.16,224.27,14.48,Cloudy
2067,24.64,85.23,150.44,11.04,Stormy
2068,25.35,64.3,172.43,14.1,Sunny
2069,34.14,68.48,219.86,11.65,Rainy
2070,34.78,87.25,262.07,8.83,Sunny
2071,34.7,76.75,98.2,1.69,Sunny
2072,21.5,92.71,278.84,18.37,Sunny
2073,24.17,64.35,240.5,8.62,Sunny
2074,20.7,83.3,115.78,11.82,Stormy
2075,30.56,78.6,108.92,0.96,Rainy
2076,20.86,76.1,243.76,1.65,Rainy
2077,31.84,71.14,56.22,11.19,Sunny
2078,24.15,88.69,74.53,3.39,Rainy
2079,27.81,76.78,99.12,15.54,Stormy
2080,33.07,88.3,67.13,8.91,Cloudy
2081,25.86,79.17,103.15,7.12,Sunny
2082,34.58,78.4,4.52,5.6,Sunny
2083,29.74,70.44,137.42,18.01,Rainy
2084,31.46,66.74,81.45,0.57,Cloudy
2085,21.66,74.24,286.24,5.52,Rainy
2086,20.81,77.96,77.04,3.16,Sunny
2087,27.68,64.58,77.41,10.08,Rainy
2088,33.17,66.11,226.29,4.15,Cloudy
2089,28.99,90.25,152.74,19.46,Stormy
2090,20.99,78.82,1.95,7.13,Rainy
2091,27.81,70.84,125.9,10.17,Rainy
2092,29.44,86.29,131.77,16.99,Cloudy
2093,26.87,91.37,124.54,6.08,Cloudy
2094,30.56,61.87,91.83,13.38,Rainy
2095,22.14,87.42,184.32,3.33,Rainy
2096,31.62,83.8,109.01,9.64,Cloudy
2097,31.74,92.63,86.55,19.33,Cloudy
2098,22.88,60.03,142.47,8.95,Cloudy
2099,22.84,79.58,204.27,19.9,Sunny
2100,30.17,92.56,48.12,10.47,Stormy
2101,29.18,91.55,227.68,6.62,Rainy
2102,32.73,82.09,83.01,6.96,Sunny
2103,30.4,76.68,177.18,2.68,Sunny
2104,33.11,70.94,211.65,16.33,Cloudy
2105,26.15,92.98,243.76,16.41,Sunny
2106,30.08,74.35,255.61,3.1,Rainy
2107,21.58,77.72,127.28,16.61,Stormy
2108,24.35,61.33,181.32,15.67,Cloudy
2109,32.55,94.53,33.29,6.32,Cloudy
2110,33.11,62.79,138.3,16.81,Cloudy
2111,22.89,76.85,239.29,7.69,Rainy
2112,20.18,88.37,257.48,7.54,Sunny
2113,24.11,63.55,199.22,5.86,Rainy
2114,32.2,80.39,183.1,14.43,Rainy
2115,28.84,93.03,6.37,14.4,Stormy
2116,29.86,71.87,47.08,6.91,Sunny
2117,34.67,67.07,130.57,13.77,Rainy
2118,31.46,77.63,106.44,0.74,Stormy
2119,24.72,87.98,126.16,7.43,Rainy
2120,33.84,78.71,289.21,12.93,Rainy
2121,21.08,92.41,42.69,14.3,Sunny
2122,24.6,77.7,241.98,7.52,Rainy
2123,25.62,86.15,220.09,2.78,Rainy
2124,23.35,78.8,110.17,16.82,Rainy
2125,24.16,61.0,104.87,10.91,Sunny
2126,27.8,74.62,162.65,12.96,Rainy
2127,30.22,87.07,180.49,0.28,Sunny
2128,22.23,86.34,190.46,6.04,Stormy
2129,30.89,72.86,292.86,4.12,Cloudy
2130,33.58,93.83,2.84,16.57,Cloudy
2131,32.34,94.63,76.69,7.05,Rainy
2132,27.86,83.89,145.57,7.08,Sunny
2133,21.92,71.93,123.14,13.3,Cloudy
2134,31.48,84.42,257.53,3.57,Cloudy
2135,34.64,65.03,40.28,6.57,Cloudy
2136,33.2,83.98,109.25,17.91,Sunny
2137,20.95,83.45,34.17,0.71,Stormy
2138,31.99,70.08,269.98,19.69,Sunny
2139,27.53,93.25,245.99,15.64,Stormy
2140,20.73,85.32,212.19,1.11,Cloudy
2141,32.93,90.38,125.35,8.88,Stormy
2142,25.55,92.47,266.69,3.28,Cloudy
2143,21.71,89.67,70.6,18.22,Cloudy
2144,29.2,85.52,261.36,6.39,Sunny
2145,30.99,65.42,2.7,6.16,Sunny
2146,34.23,62.59,122.38,1.73,Stormy
2147,33.7,67.3,176.97,16.07,Stormy
2148,33.95,91.0,151.09,2.69,Rainy
2149,30.73,63.5,90.48,2.77,Rainy
2150,27.43,83.26,215.26,10.45,Cloudy
2151,20.36,91.42,52.62,10.89,Sunny
2152,21.14,67.2,77.39,19.94,Cloudy
2153,34.34,94.07,170.88,10.53,Cloudy
2154,28.5,80.11,195.72,4.83,Rainy
2155,32.6,94.6,294.32,18.35,Sunny
2156,28.31,76.88,209.13,8.4,Cloudy
2157,21.98,90.13,199.96,8.83,Sunny
2158,30.83,82.32,143.87,7.84,Sunny
2159,34.94,74.83,230.23,5.13,Stormy
2160,20.63,76.41,6.73,2.12,Rainy
2161,31.28,89.67,178.31,15.3,Sunny
2162,30.96,92.01,40.64,6.23,Stormy
2163,26.31,84.92,231.77,3.15,Stormy
2164,25.61,65.82,27.41,7.54,Sunny
2165,30.94,71.44,129.99,5.73,Rainy
2166,22.01,68.1,12.98,9.69,Stormy
2167,34.7,89.91,147.85,9.08,Cloudy
2168,30.84,74.63,2.99,3.93,Rainy
2169,33.37,79.5,68.55,13.74,Cloudy
2170,34.48,89.56,139.91,17.8,Cloudy
2171,34.78,67.8,299.13,2.8,Cloudy
2172,34.58,92.19,138.05,19.13,Rainy
2173,20.32,82.06,166.47,13.99,Cloudy
2174,31.51,78.02,91.55,10.3,Sunny
2175,24.17,83.33,151.34,12.76,Sunny
2176,22.31,62.82,129.09,19.6,Rainy
2177,32.66,79.32,154.23,1.94,Sunny
2178,33.92,71.63,52.53,17.41,Cloudy
2179,31.23,78.95,118.26,8.85,Rainy
2180,21.86,91.26,63.84,19.13,Sunny
2181,33.3,73.67,83.04,9.26,Rainy
2182,33.72,84.07,254.99,8.91,Cloudy
2183,26.23,86.87,220.09,8.36,Cloudy
2184,28.02,66.37,104.83,10.06,Cloudy
2185,25.18,91.14,199.83,18.22,Rainy
2186,25.33,89.01,237.26,10.88,Cloudy
2187,28.92,71.34,98.88,2.21,Cloudy
2188,21.59,73.79,76.42,19.78,Stormy
2189,25.73,60.04,105.18,17.03,Cloudy
2190,32.36,91.82,191.35,19.63,Rainy
2191,26.86,93.73,203.21,4.03,Rainy
2192,32.78,78.92,54.53,17.62,Sunny
2193,30.92,69.19,284.36,14.5,Sunny
2194,33.1,80.93,233.92,9.4,Sunny
2195,21.45,67.18,216.15,6.39,Sunny
2196,25.08,90.07,18.34,0.89,Cloudy
2197,24.76,74.59,43.63,8.54,Cloudy
2198,30.35,94.53,287.29,3.58,Sunny
2199,28.3,94.85,112.51,2.72,Cloudy
2200,33.23,74.35,56.25,11.18,Cloudy
2201,24.52,75.78,3.69,17.83,Sunny
2202,34.9,63.93,40.91,12.93,Cloudy
2203,34.7,62.12,39.59,2.96,Sunny
2204,30.64,80.04,125.67,8.52,Rainy
2205,28.26,67.82,207.49,17.9,Rainy
2206,32.87,78.3,197.1,15.56,Cloudy
2207,31.48,65.46,179.27,16.73,Stormy
2208,35.0,65.3,10.08,0.53,Cloudy
2209,23.55,81.26,16.89,7.11,Cloudy
2210,31.59,64.63,69.16,12.96,Cloudy
2211,30.11,66.35,239.66,9.25,Sunny
2212,32.7,63.99,215.31,15.83,Cloudy
2213,21.28,87.31,173.34,1.93,Rainy
2214,32.66,84.52,190.16,8.97,Rainy
2215,22.82,78.7,96.28,14.01,Rainy
2216,24.69,72.7,129.33,2.03,Rainy
2217,21.3,80.61,156.19,9.3,Cloudy
2218,28.97,84.24,256.12,6.16,Cloudy
2219,33.18,64.92,277.54,4.88,Cloudy
2220,30.9,63.29,294.95,18.44,Rainy
2221,33.14,69.61,14.9,2.51,Rainy
2222,29.25,91.3,270.5,8.35,Stormy
2223,33.79,78.07,296.32,6.52,Cloudy
2224,20.04,61.93,182.55,8.17,Sunny
2225,28.74,93.94,81.66,11.43,Sunny
2226,33.02,85.49,111.13,11.54,Sunny
2227,23.25,68.54,128.9,3.43,Cloudy
2228,26.96,76.17,32.27,14.39,Rainy
2229,31.39,77.06,268.86,15.59,Cloudy
2230,26.97,73.95,95.08,1.58,Cloudy
2231,28.29,61.52,142.94,0.12,Rainy
2232,23.8,64.03,25.53,15.45,Cloudy
2233,33.17,61.68,287.4,14.72,Cloudy
2234,21.31,75.89,80.81,7.29,Stormy
2235,28.7,79.47,266.37,15.44,Sunny
2236,20.33,67.45,173.7,6.74,Stormy
2237,23.5,93.94,164.42,5.96,Rainy
2238,22.83,79.53,40.06,2.88,Rainy
2239,29.47,62.33,159.74,14.34,Stormy
2240,31.32,61.73,290.18,8.63,Rainy
2241,31.51,64.74,168.11,16.26,Stormy
2242,34.61,85.63,204.32,0.61,Rainy
2243,34.15,87.17,200.85,1.95,Rainy
2244,23.13,90.89,94.09,11.09,Stormy
2245,30.3,85.11,214.4,12.28,Rainy
2246,29.06,69.72,101.39,15.02,Stormy
2247,31.51,89.57,11.39,12.54,Cloudy
2248,24.29,72.73,287.93,4.35,Rainy
2249,31.27,94.9,137.99,16.99,Rainy
2250,30.07,85.72,286.27,11.08,Rainy
2251,30.0,68.76,223.51,19.17,Rainy
2252,25.97,76.1,76.58,0.93,Stormy
2253,31.96,67.44,66.25,16.16,Stormy
2254,27.29,82.78,102.2,14.84,Sunny
2255,33.85,86.96,82.08,13.68,Cloudy
2256,23.39,80.6,57.81,11.83,Sunny
2257,33.42,70.61,90.45,13.61,Rainy
2258,23.03,61.29,129.68,12.85,Stormy
2259,27.42,70.61,93.09,11.27,Stormy
2260,28.63,68.41,249.92,1.51,Sunny
2261,29.93,82.81,128.18,1.21,Sunny
2262,26.77,66.49,197.59,5.56,Sunny
2263,26.24,73.75,204.38,2.47,Sunny
2264,21.91,87.55,152.74,7.0,Sunny
2265,30.68,90.81,21.7,18.25,Stormy
2266,28.6,85.39,153.47,19.82,Cloudy
2267,21.71,68.7,242.21,19.58,Rainy
2268,21.32,84.04,114.76,4.11,Sunny
2269,24.96,62.95,52.83,13.31,Cloudy
2270,32.7,85.51,263.54,6.04,Rainy
2271,25.89,72.88,34.94,10.61,Cloudy
2272,21.59,72.23,293.16,16.52,Cloudy
2273,30.13,87.91,229.7,17.22,Stormy
2274,28.13,72.93,291.47,0.0,Sunny
2275,28.78,84.03,101.77,8.31,Stormy
2276,20.08,82.73,34.59,3.64,Rainy
2277,27.88,89.52,191.29,17.0,Sunny
2278,32.52,66.46,97.73,8.5,Stormy
2279,26.96,87.18,61.79,3.5,Stormy
2280,34.21,72.61,98.87,13.4,Cloudy
2281,28.9,74.19,36.43,4.21,Cloudy
2282,27.31,92.53,110.67,0.41,Stormy
2283,21.47,79.81,234.61,9.01,Stormy
2284,29.11,85.26,4.2,19.07,Stormy
2285,23.94,82.52,140.98,6.89,Stormy
2286,28.06,79.4,157.3,3.49,Stormy
2287,30.07,72.5,39.84,5.21,Sunny
2288,33.61,67.7,246.6,11.68,Stormy
2289,31.23,68.43,214.53,3.32,Stormy
2290,27.12,60.99,283.49,15.08,Rainy
2291,30.78,71.82,299.69,0.71,Rainy
2292,30.6,66.13,273.93,7.12,Stormy
2293,24.84,76.1,212.82,10.59,Rainy
2294,23.99,60.56,230.17,0.76,Sunny
2295,32.61,77.23,103.46,10.35,Rainy
2296,32.77,81.63,50.2,19.34,Rainy
2297,32.36,73.97,206.49,4.7,Stormy
2298,28.36,62.27,286.18,18.62,Cloudy
2299,32.58,87.12,148.14,7.2,Stormy
2300,29.16,90.61,143.16,1.23,Rainy
2301,32.4,85.17,212.51,16.46,Stormy
2302,27.69,78.67,39.63,10.71,Rainy
2303,28.55,64.9,207.97,4.64,Rainy
2304,33.38,77.07,252.69,17.29,Sunny
2305,25.07,66.08,258.78,9.58,Rainy
2306,33.64,79.33,202.59,1.1,Stormy
2307,33.53,70.95,31.5,12.53,Sunny
2308,22.18,64.36,114.53,18.97,Rainy
2309,23.97,72.25,265.47,12.08,Cloudy
2310,23.86,83.56,123.11,1.0,Stormy
2311,25.13,75.09,0.59,16.43,Stormy
2312,24.23,83.34,24.46,6.62,Stormy
2313,31.68,65.26,32.87,8.16,Rainy
2314,26.23,79.19,241.81,6.22,Sunny
2315,24.62,62.83,67.63,6.79,Rainy
2316,34.24,76.69,231.55,0.91,Cloudy
2317,31.55,88.78,117.47,18.95,Cloudy
2318,24.44,76.1,72.79,0.64,Cloudy
2319,30.39,88.86,295.58,14.54,Cloudy
2320,25.12,92.64,204.2,12.63,Sunny
2321,32.1,92.66,39.75,15.38,Rainy
2322,22.41,80.67,235.54,6.26,Rainy
2323,32.57,66.86,108.18,5.26,Stormy
2324,31.15,65.44,258.2,4.77,Cloudy
2325,32.58,83.57,67.17,7.84,Cloudy
2326,20.75,77.7,259.34,2.87,Sunny
2327,21.95,90.84,172.74,17.22,Sunny
2328,33.82,80.94,91.76,14.39,Sunny
2329,30.71,81.51,100.26,14.36,Rainy
2330,21.64,87.34,130.02,6.9,Sunny
2331,22.68,66.03,48.88,13.37,Sunny
2332,28.55,73.7,284.92,13.33,Stormy
2333,27.8,78.15,281.47,10.58,Rainy
2334,30.87,75.01,34.83,1.22,Stormy
2335,34.77,88.18,62.25,19.73,Rainy
2336,24.18,93.79,25.79,1.74,Rainy
2337,20.72,85.51,206.49,7.04,Rainy
2338,24.99,80.98,198.76,17.19,Stormy
